#Variables:
#tasmax_CNRM-CM5_rcp45(K):Daily Maximum Near-Surface Air Temperature
#tasmin_CNRM-CM5_rcp45(K):Daily Minimum Near-Surface Air Temperature
#rhsmax_CNRM-CM5_rcp45(%):Surface Daily Maximum Relative Humidity
#rhsmin_CNRM-CM5_rcp45(%):Surface Daily Minimum Relative Humidity
#pr_CNRM-CM5_rcp45(mm):Precipitation
#rsds_CNRM-CM5_rcp45(Wm-2):Surface Downwelling Shortwave Radiation
"#Data Extracted for Average over Grid Cell w/ center: 44.9378 Latitude, -110.4391 Longitude (closest value to Latitude:44.921651, Longitude:-110.429834087) "
#Original Data File(s):
#agg_macav2metdata_tasmax_CNRM-CM5_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_tasmin_CNRM-CM5_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_rhsmax_CNRM-CM5_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_rhsmin_CNRM-CM5_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_pr_CNRM-CM5_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_rsds_CNRM-CM5_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#===============================================
""
yyyy-mm-dd,tasmax_CNRM-CM5_rcp45(K),tasmin_CNRM-CM5_rcp45(K),rhsmax_CNRM-CM5_rcp45(%),rhsmin_CNRM-CM5_rcp45(%),pr_CNRM-CM5_rcp45(mm),rsds_CNRM-CM5_rcp45(Wm-2)
2006-02-05,275.935852,259.501801,99.524902,52.341850,0.000000,124.035622
2006-02-06,276.418243,257.158997,99.572906,51.849285,0.000000,128.324020
2006-02-07,277.392914,259.071930,99.583153,52.350761,0.352897,107.605995
2006-02-08,278.790588,264.748535,100.000000,50.210037,0.000000,121.092018
2006-02-09,278.641571,259.690033,100.000000,43.895557,0.000000,113.914795
2006-02-10,277.088745,261.256653,99.984055,45.970531,0.000000,130.079727
2006-02-11,275.738556,255.269485,100.000000,38.472622,0.000000,137.142334
2006-02-12,277.023376,256.815735,85.751053,35.923168,0.000000,130.113190
2006-02-13,277.284851,255.503540,93.283592,42.147446,0.000000,134.319229
2006-02-14,276.728577,264.120453,99.640564,51.713028,1.290053,96.350861
2006-02-15,276.382263,257.883636,95.680084,41.726143,0.000000,138.987366
2006-02-16,277.707123,264.245697,90.391525,47.740307,0.624353,89.122505
2006-02-17,276.896698,263.975983,86.875786,36.037220,0.382781,126.393837
2006-02-18,278.128296,260.333801,84.270531,44.105118,0.000000,115.462364
2006-02-19,279.755249,262.934937,95.701797,40.357777,0.000000,161.780304
2006-02-20,281.481293,262.365356,92.809280,38.202915,0.000000,165.467926
2006-02-21,278.962158,260.367188,86.195038,35.278996,0.000000,162.341049
2006-02-22,279.936707,261.948090,77.241241,31.633135,0.000000,165.509048
2006-02-23,280.079285,261.148743,74.086052,28.050104,0.000000,169.506454
2006-02-24,280.079437,261.748993,66.791618,22.027506,0.000000,165.276184
2006-02-25,278.264008,265.239044,99.206680,29.529182,0.000000,156.013458
2006-02-26,278.593201,263.025513,82.086433,38.012108,0.000000,112.522392
2006-02-27,276.306305,263.539978,88.082191,36.712696,2.776089,109.057877
2006-02-28,278.670807,262.089172,86.997375,43.303581,1.068283,116.686760
2006-03-01,275.953339,262.831024,91.722633,30.139343,2.611032,134.058746
2006-03-02,274.510498,264.212158,80.796661,38.891312,0.882386,134.452774
2006-03-03,275.516418,259.529510,83.748535,43.864315,0.905248,121.859734
2006-03-04,274.983521,263.627808,81.507812,50.982323,1.552154,122.627869
2006-03-05,274.124542,256.157745,90.530769,35.647720,0.423789,194.825882
2006-03-06,280.639404,258.943451,99.335815,40.964188,0.708980,133.147736
2006-03-07,275.891022,264.108612,99.420944,46.676544,4.306815,117.113121
2006-03-08,278.907654,267.960205,88.441132,43.754475,2.201486,129.314468
2006-03-09,276.544525,265.754028,99.367950,48.095402,3.935174,92.997505
2006-03-10,274.981232,262.729675,99.295219,64.075226,4.008550,93.732445
2006-03-11,277.523132,264.191406,88.851524,48.762932,0.399523,147.978867
2006-03-12,275.477783,261.155396,97.298744,38.213993,0.322637,190.166245
2006-03-13,277.548340,257.558319,97.525383,35.384754,0.000000,212.086716
2006-03-14,278.369720,259.065338,94.907669,35.037762,0.000000,202.276825
2006-03-15,275.412048,264.310425,99.339699,42.138145,0.000000,188.623306
2006-03-16,279.090607,258.224152,91.723785,31.086679,0.000000,202.475876
2006-03-17,278.862244,265.213379,83.814812,41.822052,0.000000,144.555389
2006-03-18,280.429443,275.342651,99.276619,45.065697,1.312073,135.557388
2006-03-19,282.117981,273.224701,70.080292,42.331463,1.527778,164.894028
2006-03-20,286.320770,273.639862,79.077766,37.924191,0.000000,195.122467
2006-03-21,289.835846,268.881439,69.344666,37.542015,0.000000,219.693985
2006-03-22,290.704376,272.232178,69.289612,37.362175,0.000000,197.694870
2006-03-23,285.475922,269.511871,94.546860,42.108494,5.671983,177.377213
2006-03-24,280.412750,264.120605,99.412720,36.759945,2.107497,197.206696
2006-03-25,276.634735,262.737152,91.356407,32.874668,0.000000,233.243256
2006-03-26,278.881683,259.237610,83.389061,27.481186,0.000000,247.751190
2006-03-27,280.292297,260.682312,80.024651,27.338690,0.000000,246.113937
2006-03-28,281.344635,260.182281,83.714508,25.905270,0.000000,234.183640
2006-03-29,278.924591,264.801300,90.736610,34.952557,0.769867,168.906448
2006-03-30,278.702545,268.852448,83.283455,36.385174,0.000000,223.370239
2006-03-31,279.770935,261.255127,94.365814,26.248497,0.000000,254.111893
2006-04-01,277.028900,261.357147,99.445671,31.287220,0.000000,248.601410
2006-04-02,276.610382,263.343750,88.176285,30.432524,0.000000,254.448990
2006-04-03,275.893005,260.019623,91.693100,27.710695,0.000000,270.568909
2006-04-04,278.840729,258.954987,91.243935,29.627018,0.000000,277.289154
2006-04-05,282.100677,260.936768,86.226067,24.309731,0.000000,273.975311
2006-04-06,284.704102,263.015686,79.276047,20.539366,0.000000,275.688629
2006-04-07,285.443726,265.449341,68.491936,22.963282,0.000000,271.865326
2006-04-08,286.611023,265.919708,66.027977,22.815477,0.000000,264.600800
2006-04-09,287.230286,270.970642,73.490074,26.149927,0.307367,257.125000
2006-04-10,286.513306,272.701233,72.261139,36.286087,5.478609,216.084610
2006-04-11,283.686584,271.830719,100.000000,32.757378,1.609399,234.474243
2006-04-12,282.904388,269.815674,85.557144,34.559052,3.582557,216.857758
2006-04-13,285.772003,269.387909,85.403023,36.361198,0.000000,266.399323
2006-04-14,290.025574,272.665894,80.512459,31.120876,0.355856,263.173767
2006-04-15,291.122742,274.499298,65.862297,29.042721,1.930162,248.620697
2006-04-16,285.710205,273.497955,96.174706,35.107456,0.000000,246.664703
2006-04-17,283.542175,268.813019,99.619865,44.317711,6.400096,193.779770
2006-04-18,282.973694,271.693054,98.361885,39.333733,0.360932,224.901093
2006-04-19,283.462036,267.579102,95.406349,34.581268,0.389867,283.429382
2006-04-20,284.182983,270.810028,89.810699,38.329552,1.186032,216.059753
2006-04-21,285.202454,275.584564,94.466103,41.026119,3.031974,207.988983
2006-04-22,282.934509,269.929016,78.401955,25.642561,0.000000,273.423309
2006-04-23,284.625946,266.933929,77.750168,21.269896,0.000000,289.109375
2006-04-24,287.327637,267.359955,75.770851,25.505762,0.000000,297.322327
2006-04-25,286.708252,266.304230,86.152275,18.080070,0.336861,306.044373
2006-04-26,286.799438,265.783295,63.938385,18.412207,0.000000,310.092102
2006-04-27,286.053406,265.323364,62.336998,18.335711,0.000000,311.888397
2006-04-28,289.444672,267.146515,80.349213,18.370289,0.682385,308.876343
2006-04-29,290.121704,270.099945,61.462795,24.226212,0.942428,286.899811
2006-04-30,287.586945,275.345917,99.875053,33.702923,2.224333,217.391037
2006-05-01,281.948395,266.051727,100.000000,21.924860,0.000000,316.348114
2006-05-02,284.036346,264.921997,72.849525,17.685114,0.000000,320.379333
2006-05-03,286.893158,266.377411,54.613197,20.550282,0.000000,288.919312
2006-05-04,286.305115,270.993469,69.875633,30.277308,0.589878,251.377747
2006-05-05,285.160065,274.083771,83.244865,34.862072,2.467458,201.198990
2006-05-06,287.048035,277.879211,94.066315,46.833256,2.233458,210.858032
2006-05-07,286.955750,271.720917,99.977493,31.216347,0.975309,316.989990
2006-05-08,290.316925,270.717957,85.794235,28.637913,2.701353,316.868317
2006-05-09,284.248138,276.984863,100.000000,28.584030,0.000000,300.945129
2006-05-10,286.138855,275.148926,76.473015,28.808853,0.000000,227.843185
2006-05-11,284.780518,275.353424,100.000000,25.445412,0.000000,305.694183
2006-05-12,291.429565,275.354401,61.258442,23.919371,0.461414,305.738098
2006-05-13,282.697937,278.432587,84.616585,28.583931,5.676066,233.650253
2006-05-14,279.238251,271.134003,73.748718,26.627533,1.193885,262.530731
2006-05-15,280.980103,272.766846,79.963387,28.254730,1.641975,215.145309
2006-05-16,284.216492,274.982422,98.057220,32.626690,2.518717,222.236740
2006-05-17,286.033295,274.293152,100.000000,36.040817,0.417646,216.625061
2006-05-18,287.187683,274.735901,100.000000,34.193577,2.100224,280.304840
2006-05-19,291.097015,273.694641,100.000000,31.587954,0.361988,307.645203
2006-05-20,292.296661,274.146393,99.997154,30.663387,0.000000,268.611084
2006-05-21,292.713348,274.380615,91.028603,29.224232,0.000000,286.598480
2006-05-22,292.910522,274.139740,98.055916,29.583441,0.736227,258.799683
2006-05-23,286.541473,272.375488,100.000000,21.235968,0.000000,305.024902
2006-05-24,289.293427,266.924103,76.395691,21.756426,0.000000,319.436737
2006-05-25,284.559753,274.538269,100.000000,26.494518,2.673974,236.476273
2006-05-26,288.790405,269.106781,100.000000,23.212469,1.100934,310.337067
2006-05-27,290.590973,270.404602,68.853348,20.145756,0.000000,307.440216
2006-05-28,288.292389,275.666718,59.435135,23.837828,0.000000,222.462601
2006-05-29,287.202972,273.913818,99.595398,25.480680,3.326707,250.467148
2006-05-30,287.557678,268.898315,90.914818,25.466513,3.923251,220.242157
2006-05-31,285.990753,273.196320,100.000000,36.855377,16.622787,214.972443
2006-06-01,285.018433,271.791809,67.002609,29.353615,1.688751,324.640656
2006-06-02,287.397369,270.199249,100.000000,29.930603,0.000000,321.504944
2006-06-03,288.730042,272.241730,100.000000,32.265011,0.324750,278.344025
2006-06-04,287.637421,272.744354,98.678535,29.475220,1.228729,277.106995
2006-06-05,288.710724,271.657288,93.699974,24.443834,2.670964,307.478271
2006-06-06,288.551758,273.864471,72.764885,23.248579,0.579480,292.936188
2006-06-07,291.753418,272.052155,84.042175,25.596798,0.324448,274.804504
2006-06-08,290.772064,272.671112,99.926979,19.648748,0.000000,321.405396
2006-06-09,296.913269,271.974182,82.341125,20.352177,1.294981,323.134644
2006-06-10,298.322174,277.507050,87.299347,23.534674,0.511259,318.452667
2006-06-11,299.864532,277.197937,76.427361,19.495567,0.815208,314.998505
2006-06-12,299.069275,277.381104,66.039848,20.157946,0.625914,309.178894
2006-06-13,294.424561,274.651245,74.097023,21.405184,4.256024,308.667389
2006-06-14,290.571075,275.506653,96.616333,23.815849,4.141449,262.613281
2006-06-15,291.486725,271.766785,98.469597,24.601086,0.459128,312.207794
2006-06-16,293.571381,272.176727,93.966965,20.752180,0.475390,319.733032
2006-06-17,297.891724,272.323822,79.194336,20.340876,0.000000,317.235168
2006-06-18,299.568726,275.793030,77.177025,20.478876,0.291025,301.527710
2006-06-19,297.293274,275.719055,80.830040,26.682224,9.588204,271.939545
2006-06-20,290.561066,280.586731,100.000000,37.197865,10.563562,218.208206
2006-06-21,298.266327,274.318726,95.799622,21.045225,1.984942,326.741425
2006-06-22,297.466553,277.899109,94.024086,25.906574,3.195979,317.437378
2006-06-23,298.014587,276.922913,98.300667,27.384874,0.877503,285.039703
2006-06-24,296.856628,278.939392,83.281052,30.085512,2.584786,298.208679
2006-06-25,296.623962,280.243591,100.000000,27.705870,0.486045,283.219086
2006-06-26,298.692871,276.699249,99.807968,25.610405,0.000000,311.577332
2006-06-27,300.723328,277.062164,100.000000,21.795156,0.000000,321.492737
2006-06-28,303.617096,278.443146,78.976006,19.004644,0.000000,320.544220
2006-06-29,301.557922,282.123871,72.887711,22.753950,0.000000,195.905029
2006-06-30,301.457306,278.298889,91.036964,20.136688,1.837819,314.932556
2006-07-01,302.962433,278.425232,82.751518,20.359989,0.000000,311.560577
2006-07-02,300.465729,281.444061,100.000000,27.024317,7.851952,277.159180
2006-07-03,298.746490,280.564972,91.184868,31.057810,0.000000,268.401520
2006-07-04,294.594818,282.551849,100.000000,40.124611,7.700925,217.910172
2006-07-05,296.063599,281.018524,100.000000,36.425945,1.957506,249.267410
2006-07-06,294.228241,277.534302,89.907227,25.727734,0.000000,312.883514
2006-07-07,297.689209,275.061310,73.405464,20.326366,1.076899,314.566742
2006-07-08,300.220825,275.818512,67.821365,21.340719,0.000000,304.477844
2006-07-09,295.750671,276.805908,89.041740,22.801191,1.868051,306.386597
2006-07-10,293.840698,273.015045,84.260895,20.548170,2.817615,309.080750
2006-07-11,299.955597,272.017548,80.319733,18.459618,0.000000,320.497650
2006-07-12,300.676086,280.716003,79.945030,20.534870,0.000000,298.469849
2006-07-13,301.173492,279.119476,82.503502,21.400940,0.000000,303.036621
2006-07-14,300.721588,278.322571,73.470856,20.631496,0.512389,304.496552
2006-07-15,296.306641,278.278198,99.916100,22.643635,3.300116,258.633972
2006-07-16,294.885193,272.976837,72.636940,19.560162,0.000000,316.812927
2006-07-17,300.746796,274.125427,67.192017,15.312010,0.000000,320.195465
2006-07-18,304.289612,277.438263,56.562191,13.617614,0.000000,318.172699
2006-07-19,303.429749,281.540527,48.648224,15.017882,0.644501,249.081482
2006-07-20,302.608765,282.563110,94.237038,22.522022,0.717468,281.469238
2006-07-21,302.628143,280.364441,94.771423,19.262585,0.754431,286.783722
2006-07-22,305.450562,280.905212,66.161530,16.738182,0.000000,310.004028
2006-07-23,304.825012,280.720184,77.586098,15.777560,0.000000,302.598877
2006-07-24,303.211182,280.273102,88.995255,17.344561,0.000000,296.967804
2006-07-25,303.449188,280.589172,86.690765,17.574066,0.878221,304.705322
2006-07-26,307.005463,282.307251,79.834366,15.296681,0.364942,306.448792
2006-07-27,306.873047,281.813904,48.365635,11.328225,0.000000,312.325165
2006-07-28,305.453888,281.280731,49.619358,11.347597,0.000000,258.664551
2006-07-29,304.404144,283.333008,64.388908,15.338662,0.000000,267.054840
2006-07-30,304.522522,282.194489,69.147972,15.595079,0.000000,279.022797
2006-07-31,302.894257,281.617004,75.903450,16.731190,0.619649,276.277832
2006-08-01,300.700073,281.363373,99.276222,19.968708,1.517897,237.480362
2006-08-02,299.393463,276.870026,99.530258,20.123005,1.739232,262.641449
2006-08-03,300.302979,276.503113,94.227036,18.307047,0.360706,271.192688
2006-08-04,300.611420,278.354675,88.072678,17.400606,0.557421,264.245880
2006-08-05,302.788696,277.063385,84.766220,15.002693,0.503659,302.554962
2006-08-06,302.425446,283.547028,57.580650,15.501480,2.159624,232.777603
2006-08-07,303.333405,280.009003,74.665138,10.837698,0.000000,301.839752
2006-08-08,306.291931,280.053131,42.910515,10.001814,0.000000,295.307495
2006-08-09,306.141235,281.071045,50.889790,11.470314,0.478777,275.537994
2006-08-10,304.775330,282.359589,47.890907,11.416632,4.166347,212.222549
2006-08-11,302.098480,283.555847,89.393570,18.535004,0.340599,249.667191
2006-08-12,299.955933,277.694305,99.599266,16.446218,0.000000,275.562164
2006-08-13,302.490417,277.870117,88.389000,17.487669,0.000000,279.416229
2006-08-14,301.572601,278.616119,92.097824,14.972886,0.000000,259.784271
2006-08-15,303.324646,278.507202,78.032135,14.563866,2.330262,239.900833
2006-08-16,301.386108,279.717041,83.821037,17.659620,1.896431,219.222839
2006-08-17,300.759430,279.923920,98.128242,20.820814,2.682608,226.046021
2006-08-18,300.949951,278.668671,93.756607,20.091911,0.569985,238.353989
2006-08-19,302.232819,279.065430,94.631142,16.061604,0.000000,244.603500
2006-08-20,304.476044,279.318237,75.547478,13.119919,0.000000,245.378937
2006-08-21,300.932770,281.401947,57.820324,16.885040,0.000000,202.520584
2006-08-22,300.700470,277.290466,79.811813,17.884974,0.525951,253.337051
2006-08-23,296.764282,274.870331,97.549271,19.563730,0.307725,233.099091
2006-08-24,297.829742,272.388855,95.931503,17.875036,1.017705,262.941620
2006-08-25,301.285553,274.936707,73.650856,13.589104,0.000000,266.853180
2006-08-26,302.847260,278.180542,68.564316,13.871099,0.000000,241.166290
2006-08-27,302.585297,280.133606,72.288620,15.046833,0.000000,223.813202
2006-08-28,302.352325,279.323547,74.905891,15.240297,0.000000,228.190491
2006-08-29,303.691132,278.106781,77.159248,13.712134,0.000000,232.535507
2006-08-30,301.018463,276.896210,75.200737,15.076305,0.000000,207.023438
2006-08-31,297.551025,274.830353,90.630554,18.072956,0.000000,226.709717
2006-09-01,298.148651,273.704956,70.597237,13.530601,0.610824,241.780136
2006-09-02,299.751099,276.485504,60.228916,14.229880,1.612792,223.348526
2006-09-03,300.498779,275.260254,88.287369,16.237301,0.000000,232.099762
2006-09-04,302.920105,276.534698,77.054543,11.454970,0.000000,236.698883
2006-09-05,302.391876,276.651978,61.966545,12.137113,0.000000,231.736328
2006-09-06,300.006561,278.781616,70.846771,11.926738,0.368846,192.236420
2006-09-07,302.353485,276.857910,86.005165,11.560194,0.000000,220.956161
2006-09-08,302.536163,279.826324,50.081291,11.841440,0.000000,228.050171
2006-09-09,302.033783,278.888367,72.058495,11.968384,0.000000,225.730148
2006-09-10,301.389801,276.729340,55.056293,9.185268,0.000000,216.041168
2006-09-11,295.948456,276.015381,77.337761,11.489705,0.720531,200.999390
2006-09-12,294.283905,269.679688,92.201035,15.416575,0.000000,218.054230
2006-09-13,294.160614,278.144257,73.953545,18.024548,6.503052,150.360550
2006-09-14,292.055969,273.149719,99.730354,23.645224,4.023920,179.310349
2006-09-15,295.266876,271.730835,95.284218,18.766321,0.520892,204.173508
2006-09-16,298.023590,272.184723,86.455193,11.013314,0.000000,222.375107
2006-09-17,300.246704,273.900085,43.804039,9.586116,0.000000,222.408890
2006-09-18,297.203491,274.629364,62.293026,9.841097,0.000000,185.372940
2006-09-19,297.668182,270.100739,66.591530,11.407056,0.000000,217.756790
2006-09-20,299.060242,271.688477,62.584316,9.597391,0.000000,217.762268
2006-09-21,300.755798,271.937378,56.083233,9.390756,0.000000,217.023819
2006-09-22,298.911774,276.225739,57.387539,9.545456,1.325415,171.561020
2006-09-23,299.925964,274.905273,88.373787,13.216622,0.358019,183.373932
2006-09-24,300.540161,274.448669,61.313217,9.890594,0.000000,202.422333
2006-09-25,301.495880,274.494141,55.474953,9.780883,0.000000,205.163803
2006-09-26,301.022461,274.935730,62.040081,11.407572,0.382100,194.930176
2006-09-27,302.246796,275.031921,63.561035,9.651237,0.000000,193.516800
2006-09-28,302.739807,279.211884,48.235058,10.198009,0.000000,167.393951
2006-09-29,300.859009,278.624573,61.030190,13.501927,0.631592,172.530151
2006-09-30,294.084351,276.550446,86.745468,22.104506,5.066682,105.780991
2006-10-01,288.983612,272.776001,99.890068,27.309198,0.861070,156.681458
2006-10-02,292.539917,268.003235,100.000000,16.041170,0.000000,190.273956
2006-10-03,295.593048,271.091248,82.382988,12.127367,0.000000,185.908112
2006-10-04,297.122009,273.498199,71.063698,9.517035,0.000000,190.103088
2006-10-05,296.968201,275.669769,51.429066,10.781367,0.000000,129.976303
2006-10-06,293.872009,276.718811,89.225700,15.889676,0.000000,145.427490
2006-10-07,297.260498,272.356476,100.000000,12.449752,0.000000,179.755447
2006-10-08,294.101837,278.062256,55.037392,13.491210,0.000000,109.005226
2006-10-09,291.491852,274.207031,99.522736,21.519350,0.000000,175.366364
2006-10-10,296.249237,270.689392,82.900612,11.910283,0.000000,175.950974
2006-10-11,298.894562,272.465698,68.405273,10.483079,0.000000,174.039764
2006-10-12,300.241913,273.644989,50.779835,9.759058,0.000000,175.970306
2006-10-13,296.455414,273.100677,41.344421,7.124465,0.286904,142.696533
2006-10-14,289.209412,271.228271,100.000000,20.434460,0.331824,156.754730
2006-10-15,291.240173,267.865814,94.514748,10.835842,0.000000,160.948669
2006-10-16,291.155548,271.150665,50.272053,10.042548,0.000000,157.436218
2006-10-17,287.027557,270.220734,100.000000,14.223427,0.000000,140.316864
2006-10-18,289.203217,265.022430,86.151985,15.580884,0.000000,151.482040
2006-10-19,290.950378,268.421997,70.873650,13.188115,0.000000,139.995255
2006-10-20,286.358704,269.415314,81.282181,25.661646,0.000000,121.309120
2006-10-21,287.069855,265.341736,100.000000,15.382253,0.000000,147.121063
2006-10-22,290.116150,267.008270,77.620155,10.901550,0.000000,138.497650
2006-10-23,291.369415,269.544342,64.840057,16.683439,0.000000,140.377930
2006-10-24,293.953949,269.603729,82.550117,12.322626,0.000000,140.090607
2006-10-25,293.507355,269.173065,65.091034,9.372132,0.000000,138.302307
2006-10-26,293.666138,268.742615,57.732182,9.700020,0.000000,138.276550
2006-10-27,291.670990,268.704102,57.725349,7.990297,0.000000,136.338928
2006-10-28,288.436432,270.542572,71.429008,14.743931,0.000000,107.853020
2006-10-29,288.694214,266.524750,99.825233,26.287313,0.000000,124.157867
2006-10-30,292.871735,268.139496,83.647926,17.209635,0.000000,119.653580
2006-10-31,284.887146,270.637665,79.260857,27.176563,0.000000,68.659264
2006-11-01,282.661072,274.188690,86.607246,44.563904,0.544177,69.201836
2006-11-02,284.531250,272.421631,82.521629,30.410002,0.504789,89.562080
2006-11-03,280.633759,274.740021,99.664940,32.564663,3.422024,76.180038
2006-11-04,282.428131,265.067780,89.528427,24.154966,0.000000,113.071594
2006-11-05,284.805542,266.124390,84.447166,26.183365,0.000000,113.405228
2006-11-06,281.714691,265.066620,99.944305,26.731043,2.282451,89.469742
2006-11-07,274.435059,255.021805,82.530098,19.646929,0.000000,110.099380
2006-11-08,278.109161,263.433441,97.942963,39.279114,0.000000,104.910919
2006-11-09,275.110229,268.007507,99.839767,42.645607,1.241019,91.516525
2006-11-10,275.399384,261.953339,99.713181,32.810226,0.000000,98.985092
2006-11-11,272.624908,265.502075,95.821510,34.527676,0.863806,80.884254
2006-11-12,271.984894,260.910614,99.975754,33.780552,1.095357,47.395123
2006-11-13,271.709442,256.279938,82.459328,37.093586,0.706829,75.986626
2006-11-14,274.890991,268.183746,86.962494,47.410919,2.217902,51.962517
2006-11-15,278.212219,266.898956,98.405815,61.743858,8.294494,68.202164
2006-11-16,278.876526,267.866760,99.847504,60.895119,9.054163,60.623943
2006-11-17,277.990204,262.144806,99.999672,36.728043,0.920577,95.981995
2006-11-18,278.967743,261.748688,90.600471,49.506046,0.909003,90.513824
2006-11-19,278.376404,269.754150,98.146904,58.701229,2.204700,72.873558
2006-11-20,276.657928,263.160187,99.556374,54.680374,1.711076,67.500725
2006-11-21,276.441162,261.285980,100.000000,51.688007,0.000000,91.643044
2006-11-22,278.795380,264.787445,95.124023,48.064121,0.000000,94.740479
2006-11-23,275.772766,261.521790,99.703239,53.318504,0.000000,81.250908
2006-11-24,276.596466,263.569824,99.917336,55.044838,0.000000,74.449585
2006-11-25,278.018585,265.482483,99.817200,55.524940,0.943560,79.027214
2006-11-26,276.010864,267.182587,99.908958,48.855259,1.480830,85.702255
2006-11-27,276.007141,261.574890,99.746590,46.215195,1.446796,80.617363
2006-11-28,274.041107,265.621460,99.706520,39.659485,0.000000,74.977333
2006-11-29,271.501801,258.998047,92.804092,48.919205,0.000000,49.288666
2006-11-30,274.400116,266.720367,100.000000,47.900883,0.342018,76.871254
