#Variables:
#tasmax_CNRM-CM5_rcp85(K):Daily Maximum Near-Surface Air Temperature
#tasmin_CNRM-CM5_rcp85(K):Daily Minimum Near-Surface Air Temperature
#rhsmax_CNRM-CM5_rcp85(%):Surface Daily Maximum Relative Humidity
#rhsmin_CNRM-CM5_rcp85(%):Surface Daily Minimum Relative Humidity
#pr_CNRM-CM5_rcp85(mm):Precipitation
#rsds_CNRM-CM5_rcp85(Wm-2):Surface Downwelling Shortwave Radiation
"#Data Extracted for Average over Grid Cell w/ center: 44.9378 Latitude, -110.4391 Longitude (closest value to Latitude:44.921651, Longitude:-110.429834087) "
#Original Data File(s):
#agg_macav2metdata_tasmax_CNRM-CM5_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_tasmin_CNRM-CM5_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_rhsmax_CNRM-CM5_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_rhsmin_CNRM-CM5_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_pr_CNRM-CM5_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_rsds_CNRM-CM5_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#===============================================
""
yyyy-mm-dd,tasmax_CNRM-CM5_rcp85(K),tasmin_CNRM-CM5_rcp85(K),rhsmax_CNRM-CM5_rcp85(%),rhsmin_CNRM-CM5_rcp85(%),pr_CNRM-CM5_rcp85(mm),rsds_CNRM-CM5_rcp85(Wm-2)
2006-01-22,277.238159,261.367920,93.096275,49.272385,0.945390,81.299660
2006-01-23,276.588318,261.943451,81.002510,34.576000,0.000000,78.650307
2006-01-24,277.352783,262.724365,53.775074,29.742479,0.000000,74.370361
2006-01-25,279.322693,265.257599,46.836590,26.767435,0.000000,91.813080
2006-01-26,278.251953,261.105469,72.979836,35.337757,0.000000,107.016296
2006-01-27,278.732330,261.933777,87.004478,38.908916,0.000000,111.213013
2006-01-28,278.251862,258.791321,95.585876,38.866436,0.000000,112.808037
2006-01-29,279.127350,261.482574,81.944916,29.921486,0.000000,107.245041
2006-01-30,278.808136,262.666931,73.410149,38.637257,0.000000,106.439766
2006-01-31,275.857727,264.292175,99.739716,44.911980,0.859797,93.700790
2006-02-01,272.316223,260.926086,99.871239,54.068089,0.894489,84.732910
2006-02-02,267.999695,259.481384,83.604172,51.820076,1.133859,89.149208
2006-02-03,262.580811,249.685150,75.895172,44.791489,0.332356,98.522789
2006-02-04,253.457596,236.077560,80.688698,29.305307,0.000000,127.474655
2006-02-05,258.183716,236.399643,82.166718,34.530949,0.000000,130.397461
2006-02-06,267.780121,243.194824,92.294014,42.377895,0.565198,89.123650
2006-02-07,278.792236,257.807526,99.434509,58.817654,3.369681,106.529526
2006-02-08,279.701813,266.156677,99.357979,70.808586,3.382494,90.574402
2006-02-09,279.693939,269.544403,99.762535,48.895218,2.773397,108.159500
2006-02-10,277.796875,262.201508,99.232780,50.194740,0.000000,111.785316
2006-02-11,278.032318,260.186249,99.425903,52.500698,0.364422,134.759445
2006-02-12,279.355804,262.195801,99.169868,45.942261,1.144861,94.849648
2006-02-13,277.767334,253.152145,99.669060,46.742435,5.513434,68.572426
2006-02-14,275.530396,263.530884,99.834572,48.482285,3.267824,99.865395
2006-02-15,274.757874,260.129791,97.639275,39.896606,0.000000,134.621735
2006-02-16,273.265045,254.857437,98.769501,42.369057,0.000000,159.639938
2006-02-17,278.122467,257.989380,91.314644,43.237133,0.433189,127.139236
2006-02-18,278.194580,263.744965,99.350586,49.058178,0.000000,152.996552
2006-02-19,277.365906,259.709656,95.959396,42.590107,0.000000,157.828079
2006-02-20,275.453308,260.387238,99.214310,36.448536,0.000000,155.254868
2006-02-21,278.548798,259.608917,76.545853,35.043064,0.000000,159.827805
2006-02-22,279.446045,261.205811,79.164703,39.296635,0.000000,171.852997
2006-02-23,279.151245,259.731537,81.514351,34.385784,0.000000,166.590958
2006-02-24,279.029816,260.406647,72.166710,32.705868,0.000000,170.472443
2006-02-25,279.391357,262.018982,96.068436,36.648624,1.175332,135.544342
2006-02-26,279.909454,262.470795,97.159050,31.510508,0.000000,176.759399
2006-02-27,279.313446,260.506744,73.852592,27.943371,0.000000,177.118210
2006-02-28,276.757812,262.572876,99.213127,31.330608,0.000000,177.379471
2006-03-01,279.721832,262.899078,83.624092,38.920265,0.000000,118.220688
2006-03-02,282.524719,270.761292,99.016251,44.896812,0.000000,178.250656
2006-03-03,280.882233,268.853241,78.801270,45.610859,0.508331,140.047043
2006-03-04,280.692902,265.957611,99.085686,44.988903,0.000000,171.497391
2006-03-05,281.110687,267.343842,79.340721,40.237797,0.640036,141.543045
2006-03-06,279.369080,263.955078,98.944923,34.739319,0.638306,167.990128
2006-03-07,280.273987,264.212189,98.711281,43.196369,0.000000,169.312134
2006-03-08,282.586853,269.000702,99.027565,46.141014,1.528918,144.470749
2006-03-09,285.253845,268.503815,98.877289,49.136585,0.000000,149.632355
2006-03-10,286.879822,269.088501,97.197922,41.531876,0.000000,199.503052
2006-03-11,285.569092,272.214783,76.421715,39.885880,0.398160,157.524750
2006-03-12,285.524475,268.778534,82.831123,39.384945,0.000000,189.469162
2006-03-13,281.582764,273.535767,98.939758,27.194630,0.626453,167.199081
2006-03-14,280.536163,261.033264,80.575310,25.059498,0.000000,215.189224
2006-03-15,284.843292,263.492065,71.620789,27.038733,0.000000,204.240921
2006-03-16,286.562225,267.513153,79.703423,37.083191,0.000000,186.470596
2006-03-17,281.911530,266.576599,99.285500,42.350418,4.875647,146.818329
2006-03-18,276.822021,265.367493,94.248482,26.702988,0.000000,198.012619
2006-03-19,278.670288,263.366577,86.988991,33.880745,1.710716,146.596146
2006-03-20,279.334290,266.278625,99.240005,32.278610,0.871525,177.832260
2006-03-21,278.960175,261.851257,79.499924,35.621513,0.000000,210.872223
2006-03-22,278.372040,266.792267,98.042854,35.666882,1.484661,159.639542
2006-03-23,279.515808,263.687347,99.261909,38.103100,0.000000,210.203568
2006-03-24,278.285553,266.440796,99.294731,39.280388,0.000000,216.363007
2006-03-25,279.136322,262.479156,99.204613,24.699717,0.000000,234.149826
2006-03-26,281.774292,261.701202,75.268539,26.906939,0.000000,242.330490
2006-03-27,282.906708,266.899872,61.762390,32.110298,0.000000,188.264145
2006-03-28,285.425446,265.455963,89.567039,32.842041,0.000000,250.523880
2006-03-29,286.033539,269.329742,70.553009,36.488365,0.377273,212.835114
2006-03-30,285.532867,271.334229,78.374657,38.718315,0.564396,199.809601
2006-03-31,290.727936,274.346039,71.621994,28.444189,0.636316,244.446045
2006-04-01,283.955048,270.947083,96.130959,34.616264,6.383585,149.003525
2006-04-02,280.957764,266.673676,93.365524,31.604404,0.000000,270.601562
2006-04-03,283.512451,264.226410,87.083946,26.543148,0.000000,271.688873
2006-04-04,282.336548,267.215118,80.875603,31.255030,0.584087,218.645813
2006-04-05,279.592773,265.809784,96.734451,21.741888,0.000000,269.644592
2006-04-06,278.949066,262.983490,75.941658,16.594465,0.000000,260.071747
2006-04-07,282.035065,261.142700,75.368965,15.410511,0.000000,295.077454
2006-04-08,282.476868,262.498962,68.390007,15.322006,0.000000,277.511444
2006-04-09,282.477112,263.585999,65.002113,20.105492,0.000000,285.000732
2006-04-10,285.608307,264.616089,67.481407,23.758646,0.000000,287.855591
2006-04-11,283.575928,270.376190,61.260685,28.268169,0.338486,238.903763
2006-04-12,282.208099,266.182709,67.748352,23.428699,0.466801,253.569656
2006-04-13,280.457214,265.258911,74.443848,23.621805,0.000000,245.023941
2006-04-14,284.041046,264.620331,71.740746,26.721136,0.313141,241.280441
2006-04-15,285.682770,274.187561,99.790405,35.800232,4.659347,192.082611
2006-04-16,284.795990,271.547241,99.945114,32.081505,5.011174,230.191345
2006-04-17,283.814911,269.898315,87.157959,33.098736,0.000000,255.101593
2006-04-18,284.748932,274.251526,93.154984,33.200356,1.629025,205.628006
2006-04-19,281.927094,273.868622,87.195297,34.999886,0.745181,206.456528
2006-04-20,282.855438,272.094818,96.157776,32.790833,0.000000,236.552322
2006-04-21,288.156738,268.484253,82.342270,27.575132,0.439025,254.553406
2006-04-22,285.374420,277.609039,100.000000,31.174623,0.488802,230.900986
2006-04-23,284.277893,275.463501,92.908577,32.967430,4.615852,198.957199
2006-04-24,279.481628,269.909027,84.706993,22.835367,1.162888,263.402893
2006-04-25,284.730988,266.166656,71.589058,21.826639,0.000000,306.388245
2006-04-26,292.104095,268.438568,59.644745,21.941610,0.000000,313.256470
2006-04-27,294.647949,272.895691,45.445686,24.134136,0.000000,278.938263
2006-04-28,292.290527,275.752991,66.224838,28.038664,0.517432,229.123489
2006-04-29,286.002167,272.894958,99.865295,34.757305,0.398290,176.076889
2006-04-30,284.656433,273.769440,87.047234,30.445412,1.098335,264.316162
2006-05-01,282.759033,266.619293,74.627167,21.661362,0.000000,286.335571
2006-05-02,284.988739,267.386719,66.468979,22.229877,0.773834,287.418427
2006-05-03,287.600677,267.993927,59.567257,18.251543,0.000000,297.982941
2006-05-04,289.666809,268.009430,60.718494,18.382662,0.365019,315.406952
2006-05-05,289.596558,268.847961,60.507442,22.412102,0.000000,286.191071
2006-05-06,284.868835,271.964966,76.591774,28.220762,0.748677,210.278427
2006-05-07,282.813049,272.413330,100.000000,30.332336,1.091123,261.257507
2006-05-08,286.985504,268.349274,78.859406,28.655920,0.655254,308.791748
2006-05-09,288.738190,272.138672,88.202209,27.183056,0.861206,270.231567
2006-05-10,290.200378,271.012878,77.585945,25.681429,0.840027,271.497528
2006-05-11,290.825043,273.320160,74.395653,22.761309,0.336488,279.676575
2006-05-12,291.569519,274.727936,71.630829,25.579962,4.083419,260.063354
2006-05-13,289.397736,275.553101,100.000000,32.465530,5.842576,195.798660
2006-05-14,286.303650,276.151398,100.000000,30.721283,0.419056,237.307495
2006-05-15,290.778961,272.694214,92.734375,21.492311,1.566260,275.417786
2006-05-16,285.383606,270.972412,92.452690,19.332708,0.000000,316.564423
2006-05-17,288.902222,268.225006,63.865368,22.096256,0.000000,294.754822
2006-05-18,291.705170,273.184967,99.953651,27.547062,1.512624,257.754944
2006-05-19,283.601959,269.669403,78.618538,18.357214,0.308769,271.628052
2006-05-20,284.354675,266.603119,67.014313,20.392895,0.000000,302.680450
2006-05-21,288.805847,272.918182,85.367393,22.269049,0.000000,316.203430
2006-05-22,290.423737,275.836975,58.878445,24.211906,0.000000,232.405273
2006-05-23,288.397064,270.631134,75.458199,20.679960,0.000000,332.838135
2006-05-24,295.307434,270.491119,67.130486,18.917683,0.000000,332.956451
2006-05-25,299.851440,275.418671,71.722389,21.771292,0.000000,296.672272
2006-05-26,299.014832,279.136108,84.550148,24.998566,3.745435,232.435760
2006-05-27,298.755951,279.881378,93.465973,29.999706,7.492614,215.704987
2006-05-28,298.957520,278.992920,100.000000,29.397247,5.109651,225.265823
2006-05-29,294.186798,280.576233,100.000000,22.280613,1.115347,218.019455
2006-05-30,289.127960,269.611725,65.884346,16.512318,0.000000,333.482422
2006-05-31,295.411316,270.334198,50.615067,17.875019,0.000000,338.339661
2006-06-01,300.685852,274.622620,60.966793,18.142788,0.000000,322.498566
2006-06-02,299.908051,279.025391,61.017841,15.277312,0.000000,321.877655
2006-06-03,298.719482,275.513306,62.067768,15.825929,0.316120,315.550812
2006-06-04,290.865021,275.097931,94.927750,19.655703,2.702989,271.063232
2006-06-05,289.558624,270.435211,77.297539,22.843679,1.942132,314.837830
2006-06-06,295.271240,277.143829,66.456223,21.247120,0.705525,315.101654
2006-06-07,293.687775,275.504303,65.559555,19.472073,3.201408,324.946045
2006-06-08,288.253906,268.213165,84.068611,20.484240,6.827156,269.571625
2006-06-09,289.200409,274.479218,100.000000,22.419113,3.755881,279.375366
2006-06-10,292.540436,272.503204,77.314377,21.782639,4.539715,304.335815
2006-06-11,288.217194,273.870056,100.000000,26.126026,2.009984,235.859100
2006-06-12,287.466827,271.014435,94.536491,20.866657,0.000000,320.477692
2006-06-13,288.549042,273.802002,82.702362,23.231670,0.000000,234.482758
2006-06-14,293.600616,274.294586,100.000000,20.360744,0.000000,319.513947
2006-06-15,290.254395,274.089447,83.234619,23.031916,1.184840,238.911209
2006-06-16,285.436646,271.017090,82.420036,24.093319,0.775378,291.734314
2006-06-17,288.531677,271.449677,100.000000,22.331602,0.560084,285.328644
2006-06-18,294.852142,276.323456,87.329811,25.236748,0.000000,276.671997
2006-06-19,290.798676,275.414124,100.000000,31.223629,4.842428,252.073990
2006-06-20,291.731201,272.729706,95.946335,22.082525,0.000000,321.441010
2006-06-21,295.641632,271.803650,83.059402,21.425825,0.000000,313.825348
2006-06-22,296.301483,281.475586,91.041069,25.679043,0.000000,269.641357
2006-06-23,300.165039,276.889984,100.000000,25.622250,0.802855,297.082428
2006-06-24,299.041870,274.194122,100.000000,30.408365,4.805423,268.272980
2006-06-25,294.666443,279.970215,100.000000,35.237003,1.151090,222.057968
2006-06-26,302.107025,275.869995,100.000000,16.738321,0.000000,325.075470
2006-06-27,305.599182,279.608093,63.046200,14.050465,2.432795,324.433289
2006-06-28,304.664642,280.968536,60.102100,10.440835,0.000000,325.215149
2006-06-29,303.850708,278.851562,70.683174,12.859577,0.000000,324.708679
2006-06-30,302.186615,281.150848,84.240166,18.783396,3.416611,289.562866
2006-07-01,303.334900,281.131500,90.347115,17.484716,0.000000,308.205200
2006-07-02,303.851654,279.521362,60.311268,14.023125,0.000000,317.013367
2006-07-03,301.967896,278.313568,59.540607,14.001522,0.000000,325.452362
2006-07-04,302.278564,277.601288,66.297394,14.830795,0.287914,324.694855
2006-07-05,301.597565,276.618774,77.382385,14.959445,0.000000,315.472504
2006-07-06,301.969543,278.763458,50.404369,11.977375,0.000000,319.296295
2006-07-07,300.542084,279.252838,42.904030,13.490160,1.711952,307.021942
2006-07-08,293.085968,278.809021,78.227692,18.629765,0.645227,266.890778
2006-07-09,291.827179,273.375946,77.559792,19.098028,0.416959,296.937988
2006-07-10,290.816071,272.350922,85.336830,21.947889,0.000000,263.416046
2006-07-11,290.915222,270.962158,91.257614,23.148829,0.000000,296.952148
2006-07-12,297.300842,270.786682,83.923981,18.570175,0.000000,314.982941
2006-07-13,302.649200,275.078735,74.267166,16.057909,0.000000,311.373138
2006-07-14,304.341949,276.832520,71.224304,14.351011,0.000000,314.949249
2006-07-15,301.727509,279.431030,74.958344,14.849224,0.000000,296.574036
2006-07-16,300.874023,278.359009,91.734283,20.045946,0.526800,278.423004
2006-07-17,303.050232,279.328339,84.559303,16.802956,0.782357,299.509369
2006-07-18,304.559265,280.871490,76.257057,16.775846,0.000000,277.656830
2006-07-19,307.004700,283.320190,68.426216,10.976398,0.000000,306.836121
2006-07-20,306.421173,282.959625,55.136532,9.037712,0.000000,317.945709
2006-07-21,306.205322,280.804688,54.523697,8.325512,0.000000,317.910095
2006-07-22,305.649200,281.312836,67.592339,11.015763,0.000000,309.412842
2006-07-23,306.761871,280.739807,64.352989,9.273012,0.290952,315.369904
2006-07-24,306.659393,283.181274,54.868046,10.243487,0.000000,270.637146
2006-07-25,307.742706,284.024811,53.269218,9.141096,0.000000,310.547424
2006-07-26,306.050323,281.485504,63.908066,8.516759,0.364836,301.371552
2006-07-27,302.680267,280.280090,66.837006,13.299414,0.000000,288.381805
2006-07-28,301.723022,277.905640,85.894363,14.669353,0.000000,282.061890
2006-07-29,303.673737,279.484100,67.810669,11.721022,0.000000,309.246796
2006-07-30,305.079529,280.174042,63.554081,9.803623,0.000000,279.873199
2006-07-31,305.115173,280.559357,57.854370,7.996784,0.000000,305.530884
2006-08-01,305.305542,284.148315,55.023251,9.712514,0.000000,230.861969
2006-08-02,304.344513,281.404816,63.020481,10.756763,0.000000,265.137207
2006-08-03,302.476624,278.894897,85.912636,12.430790,2.307500,265.290100
2006-08-04,297.705475,277.398956,99.599846,16.383232,0.662746,260.421387
2006-08-05,300.860413,274.507507,64.250160,11.668204,0.000000,288.784546
2006-08-06,298.068329,274.910645,87.326118,14.450399,0.000000,266.153931
2006-08-07,298.194916,273.107330,98.804504,15.206723,0.000000,278.013519
2006-08-08,299.575287,274.059753,99.270287,14.205838,0.320357,264.755127
2006-08-09,301.192963,277.212585,99.361176,15.682928,0.000000,252.277786
2006-08-10,302.687744,278.705322,90.788132,12.979917,0.000000,275.901886
2006-08-11,300.702820,277.207947,92.809944,15.642691,8.077822,253.379440
2006-08-12,297.392303,272.783691,98.818794,11.501333,0.000000,281.286407
2006-08-13,299.379913,272.492615,73.817406,11.341326,0.000000,283.908447
2006-08-14,302.650299,275.367493,69.381485,10.427605,0.637003,266.462036
2006-08-15,304.255981,280.245789,58.851032,9.803893,0.658226,271.053833
2006-08-16,302.177917,280.250580,64.387024,9.646981,0.996926,245.694565
2006-08-17,304.297607,277.937744,70.087875,8.705400,0.000000,266.033081
2006-08-18,301.786316,278.197815,63.485210,9.538908,0.000000,224.949310
2006-08-19,292.732635,276.325012,99.125412,17.893515,0.678960,226.730728
2006-08-20,296.822174,270.852905,63.853775,13.218457,0.000000,271.958191
2006-08-21,295.097443,270.855103,88.249222,12.174016,0.000000,271.347778
2006-08-22,298.666473,270.689240,68.678864,10.946158,1.553010,262.796021
2006-08-23,300.555206,273.829773,58.454468,10.301328,0.000000,259.907288
2006-08-24,297.165039,278.548828,98.650429,13.010248,3.830574,211.116180
2006-08-25,289.771973,276.436920,99.338692,27.032370,0.707967,184.144730
2006-08-26,289.830688,277.188782,99.381691,30.119963,0.718323,174.394409
2006-08-27,291.808746,279.072083,99.268356,31.581303,0.738955,169.080307
2006-08-28,295.841339,277.279694,99.202667,21.607073,1.489874,223.955627
2006-08-29,297.695801,275.612213,99.808281,23.410065,0.482616,205.623856
2006-08-30,302.010864,278.418762,94.488220,7.678689,0.000000,246.225128
2006-08-31,299.617950,275.669067,48.404236,8.126126,0.000000,230.000259
2006-09-01,297.302704,272.880890,99.257858,16.417763,0.000000,228.097290
2006-09-02,301.434174,275.188202,83.861183,14.620341,0.000000,232.361374
2006-09-03,300.098572,278.819824,69.262329,13.476668,5.512507,193.632767
2006-09-04,296.558716,277.127838,99.192535,22.188665,6.000877,181.224869
2006-09-05,294.520172,276.223816,97.078613,22.457041,0.000000,222.443771
2006-09-06,294.794830,275.790405,85.463600,23.808905,0.623056,186.134247
2006-09-07,293.568451,278.043823,99.571129,30.048405,1.801019,132.370316
2006-09-08,288.343811,274.753113,99.222946,28.785671,3.643390,191.860077
2006-09-09,287.871002,269.754822,99.498215,26.082138,0.000000,193.093658
2006-09-10,291.337372,269.304626,99.482254,25.323553,0.000000,223.782745
2006-09-11,295.510834,270.512024,99.255058,21.463482,0.000000,226.729523
2006-09-12,295.883911,272.236725,75.659637,16.828087,0.000000,218.425873
2006-09-13,297.509583,274.134125,61.562370,14.519137,0.000000,201.055771
2006-09-14,293.037231,271.513977,99.147736,24.523027,6.044594,138.922928
2006-09-15,289.316132,265.433258,99.791634,17.098625,0.000000,221.628876
2006-09-16,294.605743,267.364868,67.320198,14.017257,0.000000,223.280930
2006-09-17,297.354889,269.631592,48.721249,14.407698,0.000000,207.125290
2006-09-18,294.694885,271.036285,90.623840,15.594295,0.860953,200.714005
2006-09-19,292.603668,273.648376,67.772942,16.478615,1.099697,172.566040
2006-09-20,285.955566,268.513947,95.266777,16.883877,0.000000,208.254929
2006-09-21,291.569702,268.399017,61.042965,16.309523,0.000000,165.062958
2006-09-22,285.042114,270.474670,84.446625,21.403225,1.665975,166.887527
2006-09-23,284.421509,265.843140,82.638550,22.769962,0.000000,162.841949
2006-09-24,284.434357,266.725220,99.899246,34.911041,10.600906,89.709122
2006-09-25,279.724609,267.173096,99.821716,36.920654,4.637300,174.240631
2006-09-26,284.763794,262.778992,99.204605,30.943884,0.000000,204.826157
2006-09-27,287.848511,263.472961,99.965866,27.605684,0.000000,206.989914
2006-09-28,292.031464,266.044647,98.780807,24.681053,0.000000,200.939835
2006-09-29,290.390839,269.046234,97.337296,23.998112,1.190655,174.997330
2006-09-30,289.887177,270.935547,100.000000,31.995651,0.000000,170.845490
2006-10-01,290.537628,271.882599,100.000000,33.181564,0.000000,165.653534
2006-10-02,287.123627,274.544037,100.000000,24.601225,0.300770,145.987305
2006-10-03,286.640350,263.106262,84.594887,11.576650,0.302354,194.093384
2006-10-04,288.425812,264.187653,62.979477,12.772489,0.608575,190.937180
2006-10-05,287.311798,266.001343,87.944931,18.046457,0.000000,151.646729
2006-10-06,288.847382,272.689056,81.772301,28.145123,0.000000,151.481705
2006-10-07,287.953918,268.190674,99.622253,18.043831,0.000000,173.137222
2006-10-08,289.898682,267.411560,75.775246,17.501234,0.000000,179.857544
2006-10-09,292.123718,269.081787,82.932297,20.740534,0.521493,172.108459
2006-10-10,291.744995,270.094147,88.049965,23.891886,0.518786,141.949402
2006-10-11,288.145905,271.230713,100.000000,30.266390,2.791826,121.550919
2006-10-12,288.362000,270.423401,82.741852,27.192326,0.000000,138.311462
2006-10-13,291.423523,271.060608,91.486893,24.414696,0.000000,130.840714
2006-10-14,288.858582,273.153412,67.407394,30.602715,3.326903,101.297340
2006-10-15,285.246735,268.999786,99.929085,27.086536,1.457550,157.620651
2006-10-16,284.069550,269.166901,83.617851,31.204638,0.398013,111.839622
2006-10-17,282.449493,270.076202,100.000000,22.755804,0.973865,144.979156
2006-10-18,283.912842,271.135773,49.083263,27.383080,0.000000,130.727829
2006-10-19,286.890503,265.889465,100.000000,30.393818,0.000000,123.414413
2006-10-20,282.632385,270.103058,86.284607,37.306957,0.000000,108.625519
2006-10-21,281.482910,267.893829,100.000000,28.961353,0.000000,121.662651
2006-10-22,282.889801,271.081390,100.000000,35.101826,0.000000,114.959938
2006-10-23,286.465912,272.981384,99.914940,31.199963,0.524922,117.468803
2006-10-24,282.458923,271.898743,100.000000,39.458496,1.065527,78.176842
2006-10-25,283.630920,270.729095,100.000000,54.134007,2.658564,60.811638
2006-10-26,279.023315,269.391876,99.987427,38.538521,1.850317,124.835846
2006-10-27,279.406342,269.220917,87.563995,47.077293,0.000000,62.615891
2006-10-28,283.167603,270.340027,91.695999,37.405304,0.000000,101.105804
2006-10-29,279.498474,267.591614,99.860130,38.750519,4.646356,44.953037
2006-10-30,274.803436,264.155823,82.044960,34.533253,3.549879,103.021080
2006-10-31,270.093445,251.637939,90.997856,41.976711,0.813530,77.327408
2006-11-01,271.558960,262.140686,99.968567,45.056355,0.000000,95.077988
2006-11-02,277.638214,262.551636,99.924034,39.026802,6.780983,90.836853
2006-11-03,270.993835,257.589172,99.977936,39.621349,1.885639,88.623802
2006-11-04,270.606628,255.097626,99.727264,45.838688,2.188507,83.351891
2006-11-05,268.930756,262.087677,99.975891,38.032921,2.129935,83.428665
2006-11-06,269.926422,251.551544,99.645638,38.569321,0.000000,120.713104
2006-11-07,272.562286,257.645142,95.269821,47.408249,0.404246,71.142815
2006-11-08,273.803680,263.304169,99.896866,59.002728,6.127481,52.698311
2006-11-09,273.327606,259.587677,99.840889,43.706245,0.516489,90.187614
2006-11-10,273.335480,256.512360,99.583305,41.645149,0.000000,115.601677
2006-11-11,277.199280,257.989990,82.826088,41.266693,0.000000,105.521935
2006-11-12,277.951965,270.499268,100.000000,48.949108,0.283839,73.813629
2006-11-13,277.263977,265.022614,100.000000,55.131927,2.479099,64.912819
2006-11-14,276.458008,264.867584,99.890366,56.559528,9.589668,60.621544
2006-11-15,269.665344,255.202621,100.000000,38.284336,0.555745,102.701843
2006-11-16,271.416992,253.509354,84.663933,49.517826,0.543186,85.427376
2006-11-17,271.373566,260.271301,100.000000,50.530155,1.499749,88.869728
2006-11-18,272.094452,262.239655,99.786018,44.422020,5.115433,78.701599
2006-11-19,269.107513,257.794708,95.206909,47.518116,0.288425,76.358032
2006-11-20,268.174316,254.182907,99.784851,50.646572,0.000000,83.424858
2006-11-21,267.379700,256.681915,100.000000,42.862759,0.000000,94.226440
2006-11-22,269.371613,249.187988,95.951515,51.813881,0.000000,79.930122
2006-11-23,270.528931,256.191345,98.491653,61.179817,0.000000,68.149071
2006-11-24,268.169434,254.997986,99.635239,68.902603,1.528067,54.021839
2006-11-25,276.306824,264.571991,100.000000,66.051849,1.218750,57.818512
2006-11-26,274.344696,267.621429,99.801018,64.206024,0.582271,66.501991
2006-11-27,273.128174,258.087250,100.000000,49.759552,0.000000,93.016708
2006-11-28,273.085846,255.710632,91.581795,39.915737,0.000000,93.223885
2006-11-29,272.970734,255.930084,82.146057,35.258591,0.000000,93.031464
2006-11-30,271.992554,255.703400,79.518478,36.963863,0.000000,89.701599
