#Variables:
#tasmax_CNRM-CM5_historical(K):Daily Maximum Near-Surface Air Temperature
#tasmin_CNRM-CM5_historical(K):Daily Minimum Near-Surface Air Temperature
#rhsmax_CNRM-CM5_historical(%):Surface Daily Maximum Relative Humidity
#rhsmin_CNRM-CM5_historical(%):Surface Daily Minimum Relative Humidity
#pr_CNRM-CM5_historical(mm):Precipitation
#rsds_CNRM-CM5_historical(Wm-2):Surface Downwelling Shortwave Radiation
"#Data Extracted for Average over Grid Cell w/ center: 44.9378 Latitude, -110.4391 Longitude (closest value to Latitude:44.921651, Longitude:-110.429834087) "
#Original Data File(s):
#agg_macav2metdata_tasmax_CNRM-CM5_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_tasmin_CNRM-CM5_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_rhsmax_CNRM-CM5_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_rhsmin_CNRM-CM5_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_pr_CNRM-CM5_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_rsds_CNRM-CM5_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#===============================================
""
yyyy-mm-dd,tasmax_CNRM-CM5_historical(K),tasmin_CNRM-CM5_historical(K),rhsmax_CNRM-CM5_historical(%),rhsmin_CNRM-CM5_historical(%),pr_CNRM-CM5_historical(mm),rsds_CNRM-CM5_historical(Wm-2)
1950-01-21,274.820923,257.401123,99.599991,41.035175,1.009776,69.676895
1950-01-22,273.659149,260.969147,99.996902,40.728634,1.013065,79.491165
1950-01-23,272.858429,256.890289,98.342064,54.922935,0.511060,88.996605
1950-01-24,274.675598,260.277527,99.998703,63.508141,0.411997,70.936188
1950-01-25,272.509460,262.902374,99.990860,54.916031,1.114657,63.231270
1950-01-26,267.708832,258.156891,91.306702,48.154922,0.000000,87.493942
1950-01-27,265.167206,249.111053,99.992874,40.897900,0.319161,114.223190
1950-01-28,267.810699,249.367661,99.358521,37.161007,0.000000,108.990738
1950-01-29,271.166840,252.391876,97.585258,40.749241,0.000000,116.209801
1950-01-30,271.037781,250.467438,99.995972,32.145016,0.000000,120.208923
1950-01-31,269.187561,251.405258,90.791672,35.635017,0.000000,74.025429
1950-02-01,270.173676,253.215317,99.994118,45.133423,0.500405,126.204529
1950-02-02,274.652985,255.872192,71.885544,17.422781,0.000000,113.785934
1950-02-03,276.227020,260.631470,81.293968,31.461950,0.000000,107.341034
1950-02-04,274.848724,257.053375,99.996422,47.714863,0.000000,129.689331
1950-02-05,274.288483,254.643600,89.639816,35.796513,0.000000,129.811478
1950-02-06,273.655945,261.938934,86.135292,37.666935,1.114778,103.143089
1950-02-07,271.898224,256.631897,87.764175,44.645428,2.738070,71.267250
1950-02-08,264.415771,242.944656,95.965157,34.120144,0.867606,135.243988
1950-02-09,266.643951,244.509857,83.501770,33.797520,0.000000,133.387421
1950-02-10,265.248505,248.713715,95.547997,41.161102,0.000000,132.206421
1950-02-11,257.446747,245.569077,99.993874,28.779043,0.000000,136.404114
1950-02-12,257.161987,242.673676,87.388336,46.922283,0.000000,104.292084
1950-02-13,258.842621,240.549011,92.338875,40.133396,0.917041,138.556122
1950-02-14,261.511169,237.632492,94.533707,27.259979,0.000000,147.195969
1950-02-15,274.316528,255.316147,98.441689,35.649517,2.546368,80.393356
1950-02-16,276.505829,260.133057,99.962006,43.804874,0.419356,113.400581
1950-02-17,277.082520,260.883301,99.891304,42.892136,0.000000,100.920448
1950-02-18,276.820251,266.584595,99.957863,41.774342,1.801700,133.306656
1950-02-19,278.316925,263.682068,99.988518,44.906631,0.000000,126.488121
1950-02-20,279.598969,272.893005,99.970940,41.797962,2.213286,116.507156
1950-02-21,278.026459,263.380920,99.957062,42.612743,0.000000,163.249573
1950-02-22,278.935242,262.340790,92.277946,34.504166,0.000000,170.388275
1950-02-23,282.886475,265.569977,93.329376,38.574596,0.000000,161.964661
1950-02-24,281.741730,268.335327,99.982422,45.279957,0.945500,129.542252
1950-02-25,280.092621,263.098022,99.949287,45.151653,0.000000,160.691895
1950-02-26,278.347382,267.828339,99.959824,21.696152,0.330237,169.008392
1950-02-27,281.686768,264.758789,99.976028,31.960817,0.588654,124.186760
1950-02-28,276.868164,262.715729,99.952705,44.928856,0.581723,98.258926
1950-03-01,279.813934,268.716217,99.974937,48.870285,1.833515,113.069229
1950-03-02,278.055511,264.516602,84.163147,32.084934,0.459061,186.786606
1950-03-03,278.891479,262.553650,80.194901,40.709663,1.039685,119.890732
1950-03-04,278.421844,259.974976,99.992409,44.502144,0.000000,169.216232
1950-03-05,278.675751,263.158936,99.977531,40.498386,0.000000,189.270279
1950-03-06,280.016418,263.264343,85.669777,41.268383,0.000000,100.364227
1950-03-07,284.943207,266.589020,85.015381,38.208618,0.000000,189.119904
1950-03-08,281.795837,268.639313,71.281197,42.388897,0.990184,132.541641
1950-03-09,278.538300,262.757324,99.996498,38.240387,0.635165,183.852737
1950-03-10,278.099426,262.663025,95.184395,36.085545,0.000000,170.778381
1950-03-11,278.916504,267.344147,75.252815,36.038082,0.342236,174.682434
1950-03-12,277.250671,260.754730,86.080460,30.153727,0.000000,201.871658
1950-03-13,279.446198,262.163239,84.707626,36.450336,0.562688,145.402191
1950-03-14,276.830780,264.234192,92.278938,46.643696,1.747425,128.593872
1950-03-15,277.071198,261.149933,99.987839,33.782776,0.000000,191.532135
1950-03-16,277.515869,257.540588,90.559814,35.709732,0.000000,179.633179
1950-03-17,276.519958,266.600922,90.406715,30.695456,0.541182,182.707199
1950-03-18,277.509338,260.926086,86.960716,35.376064,0.000000,208.419266
1950-03-19,276.807922,267.402252,88.116676,33.721512,0.714979,170.617096
1950-03-20,275.555695,258.023895,78.555862,33.131638,0.000000,223.581619
1950-03-21,275.193604,263.500824,85.794945,38.774845,2.972654,143.913055
1950-03-22,276.968231,265.577209,83.466454,27.057838,2.335817,213.557281
1950-03-23,275.075684,258.789581,76.029152,31.061646,0.772906,235.946991
1950-03-24,278.583344,261.244751,85.182602,34.900612,0.000000,211.880814
1950-03-25,278.570038,260.953491,98.933228,31.631611,0.000000,216.931915
1950-03-26,277.719116,259.822968,85.682877,29.291128,0.000000,210.673233
1950-03-27,278.085266,263.371277,99.154434,28.179245,0.323924,242.047302
1950-03-28,280.403015,265.729584,72.963654,34.511723,0.755387,172.524216
1950-03-29,278.049652,265.736328,99.953804,36.900635,12.646404,154.754089
1950-03-30,280.860718,262.084869,89.832489,31.222067,1.979703,217.594406
1950-03-31,275.476074,256.655853,78.994530,22.981380,0.000000,274.360474
1950-04-01,276.865570,254.737869,78.315979,19.656683,0.000000,279.899902
1950-04-02,278.349213,256.016968,69.562836,22.499172,0.000000,270.133972
1950-04-03,279.038849,262.887238,79.007339,32.677170,0.312437,206.984222
1950-04-04,282.917542,271.085999,99.946663,38.784912,1.126754,225.251358
1950-04-05,283.607208,265.938171,99.935921,29.542833,0.000000,262.951263
1950-04-06,283.385620,265.349976,89.053436,27.811321,0.000000,282.101105
1950-04-07,284.855682,265.719696,95.684029,28.784327,0.000000,292.205353
1950-04-08,286.358063,266.420807,81.442619,28.921780,0.000000,287.478363
1950-04-09,286.859772,265.436890,77.252930,18.505310,0.000000,295.313873
1950-04-10,286.864166,264.457581,73.902328,14.848912,0.000000,303.466248
1950-04-11,288.348572,267.514801,59.650013,23.248684,0.000000,238.788391
1950-04-12,281.798981,270.042511,99.819969,41.686630,6.272044,180.059128
1950-04-13,280.177063,271.432220,99.841827,33.588554,3.491899,254.791809
1950-04-14,276.785065,268.396484,85.696983,37.100243,0.472012,197.508850
1950-04-15,276.285736,269.767273,74.633057,37.735245,0.000000,238.844009
1950-04-16,279.297882,260.903992,99.926559,24.551022,0.000000,284.849243
1950-04-17,280.867249,261.586151,87.421089,29.618296,0.000000,308.298431
1950-04-18,283.375153,265.034363,92.218719,28.218838,0.000000,297.389282
1950-04-19,284.773895,264.948212,91.031143,24.571514,0.000000,295.906647
1950-04-20,286.632111,265.719269,76.026245,24.035767,0.000000,298.156982
1950-04-21,287.303253,273.976807,76.219200,32.251751,2.869937,242.770218
1950-04-22,283.732819,268.418762,99.899231,37.598213,4.053819,190.525558
1950-04-23,280.350464,261.842529,99.858528,29.008326,0.000000,305.493744
1950-04-24,289.164703,271.626556,68.972778,25.836813,0.000000,230.366486
1950-04-25,287.595520,272.950378,71.645912,31.974810,0.826103,201.665405
1950-04-26,282.641388,271.330811,99.895531,24.123220,1.929414,249.591766
1950-04-27,283.591522,265.026917,86.305115,19.677929,1.345600,280.847260
1950-04-28,280.180573,268.586273,96.593391,27.584875,1.492535,208.137421
1950-04-29,280.198669,264.946350,85.165718,25.785133,0.000000,311.463867
1950-04-30,283.343414,265.485046,79.440125,27.715878,0.427914,224.687027
1950-05-01,280.296326,270.439331,99.978073,53.551289,4.438721,182.013397
1950-05-02,283.654602,276.133789,99.967484,37.046722,1.699241,238.195419
1950-05-03,288.848907,271.378479,91.720573,32.401226,1.005577,269.881012
1950-05-04,287.790619,270.625305,99.970978,41.649120,7.814888,177.482452
1950-05-05,278.393372,269.583069,82.964256,25.158728,0.645729,307.313751
1950-05-06,279.550140,266.083313,78.447342,28.883556,1.401408,233.260818
1950-05-07,282.115997,266.574432,99.952431,28.304283,0.000000,255.429901
1950-05-08,282.521759,270.964630,79.044479,25.153492,0.477267,307.066467
1950-05-09,284.361420,266.646484,74.238335,24.001991,1.651207,290.446472
1950-05-10,280.511475,267.539185,77.548477,22.821964,2.311510,288.261139
1950-05-11,283.442627,265.219879,72.172867,23.503498,0.478520,301.768982
1950-05-12,281.380890,276.976562,99.984833,26.511023,1.990418,247.202057
1950-05-13,278.293854,275.157013,99.425766,25.615566,4.691750,253.320602
1950-05-14,277.206482,265.341522,81.661720,22.194677,0.000000,293.968292
1950-05-15,277.658295,265.162506,83.043190,24.559092,1.140228,244.741684
1950-05-16,281.953217,264.195007,98.650795,25.706371,0.000000,316.175018
1950-05-17,284.138580,266.472931,75.590866,26.464582,0.000000,322.028412
1950-05-18,285.238251,265.144287,93.841751,21.838547,0.000000,330.264343
1950-05-19,287.954468,265.951111,64.275772,22.879894,0.000000,338.399506
1950-05-20,292.099487,268.315308,80.266998,22.710472,0.000000,345.976868
1950-05-21,295.255219,268.412659,50.876568,22.659426,0.000000,342.391449
1950-05-22,292.884613,271.106842,79.040939,26.236923,0.000000,291.216034
1950-05-23,285.295837,276.510895,99.996078,42.200668,4.846643,210.654236
1950-05-24,283.078339,273.198273,99.995193,37.287174,1.874526,283.554993
1950-05-25,284.192291,271.686493,99.995728,33.454906,0.000000,280.189087
1950-05-26,286.587677,267.863434,88.775002,29.057877,0.000000,295.268829
1950-05-27,286.492096,271.892090,99.998619,31.127947,0.553949,308.237000
1950-05-28,286.479523,274.837250,99.993065,32.597214,2.866522,251.866577
1950-05-29,288.511688,270.214813,98.132004,25.855831,3.148202,292.485809
1950-05-30,291.673309,270.097321,79.893257,24.168360,3.368934,303.585999
1950-05-31,289.034943,268.189514,68.490440,22.881111,0.308298,324.569275
1950-06-01,285.565186,268.789673,70.378021,25.845463,0.932820,265.535004
1950-06-02,283.328644,270.482086,92.236404,29.591057,2.602375,283.025635
1950-06-03,284.575531,267.421783,74.774124,25.872875,0.000000,323.239471
1950-06-04,287.985596,268.079285,76.732796,25.475792,0.000000,337.455444
1950-06-05,292.024994,268.339264,70.503036,24.705496,0.000000,331.858948
1950-06-06,294.822632,271.196106,91.917702,27.485746,0.000000,330.241425
1950-06-07,296.094269,271.148773,93.970062,24.437172,0.000000,337.185913
1950-06-08,296.864075,273.078949,74.883690,22.075588,0.000000,342.178192
1950-06-09,296.950195,273.206268,70.741699,23.770609,0.000000,310.880646
1950-06-10,293.464874,277.959747,96.541428,35.392490,0.852404,241.042801
1950-06-11,287.069672,274.785675,99.999535,45.690521,4.414454,191.538177
1950-06-12,288.886230,273.107208,99.999878,33.018845,6.809031,234.975708
1950-06-13,294.250214,274.256866,99.377968,25.406927,1.090878,274.487061
1950-06-14,293.842957,273.407074,77.014610,27.885983,4.123568,284.803833
1950-06-15,289.471619,275.493958,99.999664,35.461990,2.749811,263.874512
1950-06-16,290.363861,272.170898,95.856972,32.858402,0.405244,278.863373
1950-06-17,289.464294,272.259064,99.999191,27.154785,0.708320,310.539032
1950-06-18,290.505524,273.581482,73.183990,28.789541,0.724744,261.171265
1950-06-19,288.612183,274.206421,93.064804,40.013618,11.573279,165.879456
1950-06-20,284.317352,272.329102,99.999962,52.497948,15.755582,150.668869
1950-06-21,283.232971,271.843018,99.999893,54.267937,28.082739,161.366714
1950-06-22,284.047668,271.347565,99.999847,44.136082,3.705145,206.465164
1950-06-23,284.394775,267.072418,99.999542,41.448502,0.000000,323.238129
1950-06-24,289.890381,269.454102,99.999649,36.197815,2.131741,322.171356
1950-06-25,290.356781,270.104279,95.308960,34.487000,0.000000,269.386353
1950-06-26,291.729675,272.513763,99.999397,32.215405,2.016768,307.459625
1950-06-27,293.866180,271.106110,93.949181,28.310783,0.385250,312.994385
1950-06-28,298.119171,272.060944,77.339203,25.184532,0.000000,321.399689
1950-06-29,299.119720,277.856445,77.069313,25.522755,0.000000,312.720734
1950-06-30,294.206543,272.601410,76.211395,29.067541,8.137598,297.013336
1950-07-01,289.137207,274.708496,99.999588,31.264465,0.000000,312.420685
1950-07-02,296.776978,271.793549,87.984711,19.329649,0.000000,322.879547
1950-07-03,301.827881,275.060089,59.851765,19.767282,0.000000,325.129150
1950-07-04,300.531799,277.439819,46.116573,13.779079,0.000000,320.003510
1950-07-05,300.115875,278.419037,46.864361,17.167864,0.000000,314.580048
1950-07-06,298.546204,280.564484,66.970711,26.059538,3.459592,300.365662
1950-07-07,290.389618,273.207764,93.355217,30.001669,0.000000,311.109009
1950-07-08,295.924957,272.484802,87.548843,23.637945,0.000000,316.192932
1950-07-09,299.044769,275.643646,76.119370,26.023527,0.000000,309.151245
1950-07-10,299.213745,276.345978,99.999207,27.065844,0.000000,303.518768
1950-07-11,300.076050,279.148346,99.999435,28.568697,0.925314,269.190186
1950-07-12,299.966217,280.379089,99.999886,30.087866,0.000000,282.586395
1950-07-13,302.345886,280.313324,93.872871,23.566181,0.000000,308.330994
1950-07-14,303.709503,279.125580,66.870018,13.523676,0.000000,314.363129
1950-07-15,300.608063,277.178497,66.682678,15.181802,1.194236,287.864166
1950-07-16,295.435608,272.315735,89.244514,20.402586,0.932609,311.449066
1950-07-17,297.973511,272.952667,77.759300,19.693142,0.000000,319.045380
1950-07-18,298.479401,276.327362,74.239838,21.228020,0.285089,270.143646
1950-07-19,296.710114,277.270233,88.528603,27.664001,1.443569,265.352478
1950-07-20,295.986938,276.893829,99.905891,26.217541,1.150327,275.234161
1950-07-21,297.799988,275.319611,99.907181,24.268532,0.442374,296.312622
1950-07-22,300.648041,277.090393,88.811829,23.241207,0.324769,291.849976
1950-07-23,301.297668,279.598938,83.337784,23.216978,0.629301,274.506378
1950-07-24,300.388336,279.800598,83.470253,24.321815,2.717044,278.587708
1950-07-25,300.696045,279.435822,99.927597,24.183037,5.916394,286.379517
1950-07-26,302.398041,278.972839,99.689400,19.611740,0.827365,283.232452
1950-07-27,303.508026,279.651001,86.153862,18.497507,0.000000,303.923309
1950-07-28,304.421112,279.882355,76.943810,19.212091,0.655189,292.619385
1950-07-29,302.307678,280.482391,77.940048,22.098574,0.332862,291.687408
1950-07-30,301.874115,279.576538,88.516930,23.980921,0.000000,286.703857
1950-07-31,298.577667,282.210876,86.915665,29.900265,2.888285,234.831192
1950-08-01,299.454132,278.693115,99.994720,27.661123,0.000000,256.498627
1950-08-02,303.035553,280.150543,99.983475,22.061802,0.000000,266.784882
1950-08-03,304.519287,280.615265,78.328896,19.335106,0.000000,290.771484
1950-08-04,302.113831,281.379395,95.405022,22.332102,0.000000,259.619751
1950-08-05,302.021515,281.013092,91.144302,22.246630,0.000000,265.857880
1950-08-06,303.347290,279.944458,77.677681,17.603760,1.768894,260.112885
1950-08-07,300.248444,280.037872,99.959496,22.890913,5.386865,241.619156
1950-08-08,298.563080,279.203552,98.797447,26.283390,1.893197,235.854172
1950-08-09,299.902863,277.562744,99.980057,26.098892,0.000000,251.008636
1950-08-10,301.204376,279.852020,99.964615,25.574303,0.000000,247.306274
1950-08-11,299.487793,279.581055,99.972221,29.462046,0.324933,232.931854
1950-08-12,300.175659,278.362152,99.962212,23.500395,0.000000,247.491669
1950-08-13,301.018463,276.573883,96.147964,21.259527,0.467676,269.835602
1950-08-14,298.689545,280.157684,90.309700,23.327026,9.247866,196.688782
1950-08-15,297.261841,278.294525,99.992294,35.339336,11.028797,136.327179
1950-08-16,290.282501,276.162140,99.992165,33.785877,10.474629,169.072845
1950-08-17,286.159851,277.094757,99.973656,32.790844,3.158652,190.210190
1950-08-18,289.749451,270.874176,99.983238,25.760160,0.000000,247.061630
1950-08-19,295.764465,271.948059,91.108597,24.176676,0.000000,248.283432
1950-08-20,293.723236,274.080536,92.280151,26.762722,0.355653,231.227814
1950-08-21,294.250366,271.387970,99.961166,26.922792,0.347187,217.458649
1950-08-22,299.407166,274.354767,90.582222,20.648159,0.000000,263.027039
1950-08-23,301.225861,276.909760,69.722534,18.082376,0.000000,259.028961
1950-08-24,299.537201,276.069275,59.063942,16.951860,0.516063,256.238190
1950-08-25,296.904785,273.066620,99.962975,19.706903,0.000000,252.801529
1950-08-26,297.489014,271.425690,96.111229,19.869970,0.000000,263.734406
1950-08-27,295.536316,272.120636,87.786697,19.427979,0.000000,261.673523
1950-08-28,297.241913,272.858612,89.057419,18.921604,0.000000,258.018982
1950-08-29,302.193451,274.685822,65.277267,15.647071,0.000000,250.384720
1950-08-30,300.867340,278.469360,60.867718,17.010706,0.000000,229.354385
1950-08-31,297.518738,278.004974,99.968102,25.728233,4.771352,197.284836
1950-09-01,293.294495,274.520813,99.971352,25.908304,1.703116,202.597778
1950-09-02,293.582092,274.731415,91.941612,26.543232,0.000000,203.957260
1950-09-03,291.588593,274.817749,98.903168,27.328672,0.000000,193.695450
1950-09-04,291.447388,272.056732,99.957710,21.860968,0.000000,234.459366
1950-09-05,297.983307,271.172668,89.130249,20.194221,0.000000,242.762527
1950-09-06,299.864075,276.204285,75.111420,19.947927,0.000000,195.360352
1950-09-07,299.487152,277.077545,94.747879,25.504820,0.000000,196.013733
1950-09-08,297.405243,278.215454,99.965248,30.750074,0.000000,194.330048
1950-09-09,297.861633,279.375031,99.992523,28.803848,0.000000,195.449020
1950-09-10,299.238678,274.761292,99.980766,17.385725,0.000000,231.657639
1950-09-11,297.980316,276.632050,66.733337,19.145329,2.749267,207.122894
1950-09-12,295.199341,275.371735,71.595840,16.760799,1.708128,215.515991
1950-09-13,293.296204,273.423126,57.906921,18.756470,0.507447,156.451401
1950-09-14,288.345673,268.962433,99.959389,24.903429,0.000000,175.917206
1950-09-15,286.897766,271.523712,99.996727,27.199038,1.383374,146.003677
1950-09-16,288.673889,271.977112,99.997017,34.941441,0.000000,172.367493
1950-09-17,291.467712,273.372986,99.978165,24.377995,5.010088,185.863663
1950-09-18,297.102966,270.306763,90.660957,18.423092,0.000000,220.178375
1950-09-19,293.499329,275.006409,98.625732,19.001585,0.000000,143.437714
1950-09-20,291.761078,271.530640,99.988213,26.993494,0.525535,169.095016
1950-09-21,291.531097,272.831665,99.992287,30.840921,0.000000,161.090515
1950-09-22,288.507996,275.450592,99.989662,39.393993,3.189628,139.635376
1950-09-23,296.324310,274.898865,99.998543,25.686543,0.000000,192.916962
1950-09-24,294.955231,273.739105,99.996216,27.465885,0.000000,182.621475
1950-09-25,296.752716,275.351532,99.941048,21.607599,0.847591,176.758575
1950-09-26,293.330017,272.542847,78.102051,25.014336,0.440701,156.750214
1950-09-27,288.520416,273.741272,99.994835,31.559879,6.166136,119.134010
1950-09-28,292.681061,271.369568,99.999863,26.838030,0.000000,180.202011
1950-09-29,296.027557,270.407562,83.394203,17.033154,0.000000,196.342484
1950-09-30,294.388245,276.797119,52.260078,17.953922,0.000000,143.334213
1950-10-01,290.388092,274.327637,88.191338,26.932457,0.553997,139.361801
1950-10-02,287.419495,271.105042,99.997849,28.518711,0.000000,161.443466
1950-10-03,294.174957,268.717560,95.409653,22.339432,0.000000,183.245331
1950-10-04,293.360779,274.357300,74.758293,26.123791,0.000000,161.977875
1950-10-05,293.486603,270.198547,90.385712,21.518967,0.000000,175.028854
1950-10-06,288.200378,272.648041,82.678848,29.143475,0.485353,106.807617
1950-10-07,284.073578,268.482178,84.042053,32.141582,1.547716,123.656410
1950-10-08,287.326416,268.995544,99.983246,34.905300,0.000000,163.920395
1950-10-09,291.894043,268.528168,99.980995,21.913948,0.000000,182.374741
1950-10-10,291.724457,272.824280,80.178009,22.150599,0.000000,159.767242
1950-10-11,286.780243,271.338196,99.992134,16.321768,0.486728,145.690796
1950-10-12,281.052826,260.093872,64.519028,15.453516,0.000000,177.098770
1950-10-13,285.675140,261.202515,68.784409,16.627684,0.000000,151.826874
1950-10-14,291.032562,269.009460,46.259495,19.278742,0.000000,157.236725
1950-10-15,293.376984,270.099823,47.827942,18.202078,0.000000,161.460632
1950-10-16,286.636688,270.593018,54.230148,28.867638,0.000000,133.778214
1950-10-17,289.143860,267.472137,99.984077,21.682501,0.000000,156.412796
1950-10-18,290.493103,268.316772,53.911926,16.506767,0.000000,151.047852
1950-10-19,285.615082,268.308319,90.297974,21.948267,0.000000,144.339691
1950-10-20,286.792480,264.916290,88.905678,18.704563,0.000000,150.679169
1950-10-21,287.717010,265.561188,44.358765,17.012043,0.572433,148.206909
1950-10-22,290.034943,269.204559,54.450520,16.348690,0.000000,147.117401
1950-10-23,290.537262,268.426361,59.911880,16.666594,0.702185,141.018738
1950-10-24,284.965485,270.888336,81.578346,30.549812,2.274461,75.422089
1950-10-25,280.913300,269.873566,99.989632,19.112581,1.149599,140.229523
1950-10-26,285.102661,268.925446,82.603378,31.502213,1.110332,103.781059
1950-10-27,288.160614,268.717896,99.990997,33.434875,0.000000,133.456909
1950-10-28,282.898102,272.060059,99.992226,24.429100,0.284629,77.511826
1950-10-29,278.945099,259.503906,86.379997,16.403584,0.000000,124.988541
1950-10-30,282.711975,261.348175,69.672783,16.871521,0.000000,129.832535
1950-10-31,278.645081,262.979889,87.327164,27.059278,0.846334,101.293671
1950-11-01,275.271545,260.258057,99.984459,19.196135,0.528687,126.523926
1950-11-02,279.239197,258.812347,77.825233,14.622611,0.000000,127.898567
1950-11-03,280.854309,259.731598,63.863907,17.622007,0.000000,124.678017
1950-11-04,282.109009,259.519165,75.780571,17.605228,0.000000,126.574219
1950-11-05,281.813721,259.871277,79.422195,17.899124,0.000000,124.095711
1950-11-06,280.843781,261.133850,83.596092,19.392572,0.000000,113.005295
1950-11-07,279.890808,261.058746,83.400772,22.036400,0.000000,117.041534
1950-11-08,280.658905,261.288513,79.175079,18.452118,0.435320,119.607399
1950-11-09,279.757080,262.681793,90.609688,30.933949,0.000000,104.897598
1950-11-10,280.295013,265.442352,91.456367,39.650928,0.000000,100.011444
1950-11-11,278.715424,265.413910,99.989357,40.194645,0.000000,93.552254
1950-11-12,277.958679,267.141266,90.746468,41.788883,0.957111,73.514557
1950-11-13,277.397949,269.672302,99.984253,41.391914,5.205780,57.489910
1950-11-14,277.744995,265.996918,99.992188,42.453632,5.436425,66.694061
1950-11-15,277.002655,268.572174,99.996964,34.020832,2.207267,102.197708
1950-11-16,279.835144,267.447723,99.991425,48.645386,2.443969,77.380920
1950-11-17,276.714142,268.501465,99.990891,60.727749,1.213024,59.182236
1950-11-18,280.104248,264.426392,99.987587,53.914505,1.031223,82.478371
1950-11-19,277.704987,270.754791,99.992851,50.548908,4.133806,70.169876
1950-11-20,276.634857,261.373932,99.992241,40.164871,0.000000,88.614311
1950-11-21,276.616272,265.945038,91.079872,48.241772,1.497834,73.405525
1950-11-22,274.729340,258.701752,99.983078,39.553799,0.463765,90.811600
1950-11-23,274.197784,265.856842,95.989220,36.766972,0.290611,78.430893
1950-11-24,275.071747,257.629852,88.307671,40.703194,0.000000,89.977531
1950-11-25,277.110413,259.543976,85.256714,36.220165,0.000000,96.711571
1950-11-26,274.949371,258.939636,74.402885,32.398487,0.000000,67.780632
1950-11-27,277.362946,265.333649,99.991058,47.623726,0.361292,79.152771
1950-11-28,279.618286,265.965302,99.983177,64.660172,2.889482,67.971893
1950-11-29,274.405579,263.365204,99.997101,71.562622,9.112220,46.268410
1950-11-30,272.925232,259.902039,99.996880,67.114983,1.971743,49.174629
1950-12-01,268.425476,255.154343,99.984840,47.212318,0.385122,86.315292
1950-12-02,272.626282,255.618073,94.062500,45.279671,0.367282,77.229034
