#Variables:
#tasmax_CNRM-CM5_historical(K):Daily Maximum Near-Surface Air Temperature
#tasmin_CNRM-CM5_historical(K):Daily Minimum Near-Surface Air Temperature
#rhsmax_CNRM-CM5_historical(%):Surface Daily Maximum Relative Humidity
#rhsmin_CNRM-CM5_historical(%):Surface Daily Minimum Relative Humidity
#pr_CNRM-CM5_historical(mm):Precipitation
#rsds_CNRM-CM5_historical(Wm-2):Surface Downwelling Shortwave Radiation
"#Data Extracted for Average over Grid Cell w/ center: 44.6878 Latitude, -110.9391 Longitude (closest value to Latitude:44.66694, Longitude:-110.949274994) "
#Original Data File(s):
#agg_macav2metdata_tasmax_CNRM-CM5_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_tasmin_CNRM-CM5_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_rhsmax_CNRM-CM5_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_rhsmin_CNRM-CM5_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_pr_CNRM-CM5_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_rsds_CNRM-CM5_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#===============================================
""
yyyy-mm-dd,tasmax_CNRM-CM5_historical(K),tasmin_CNRM-CM5_historical(K),rhsmax_CNRM-CM5_historical(%),rhsmin_CNRM-CM5_historical(%),pr_CNRM-CM5_historical(mm),rsds_CNRM-CM5_historical(Wm-2)
1950-03-07,282.722565,266.772583,86.485405,45.430313,0.000000,183.227951
1950-03-08,278.704529,269.986450,78.831627,47.354271,2.328454,108.205132
1950-03-09,277.287598,264.020386,99.996552,44.213806,1.868604,183.252228
1950-03-10,276.780609,260.792114,94.564758,41.143459,0.000000,162.798309
1950-03-11,277.434265,266.721863,76.359245,39.144218,0.516470,175.581772
1950-03-12,275.381653,259.681580,99.156723,39.242722,0.000000,186.584763
1950-03-13,277.433807,261.776398,83.369675,45.801098,1.360952,133.694733
1950-03-14,274.982330,263.423584,91.447678,50.239429,4.167375,125.275070
1950-03-15,275.108765,259.272522,99.996826,38.903797,1.283887,194.496216
1950-03-16,275.387695,257.376831,89.360100,40.178173,2.084686,164.023926
1950-03-17,274.493011,266.381958,93.840256,38.666893,1.862054,174.068207
1950-03-18,275.857849,261.372040,85.790054,42.697662,0.453953,193.488159
1950-03-19,275.291565,268.121094,86.531021,39.990013,4.716696,160.795364
1950-03-20,273.978180,257.914398,82.846069,40.139885,0.775901,214.798370
1950-03-21,273.718201,261.653870,83.788216,46.877800,5.835832,132.882080
1950-03-22,273.566711,264.869324,80.360504,32.100044,4.661952,210.444611
1950-03-23,273.342010,258.836151,81.466827,37.497246,1.965172,221.534515
1950-03-24,276.716339,261.841400,91.163277,44.058353,0.476252,194.774475
1950-03-25,276.425720,259.997009,99.997459,38.223774,0.000000,213.331085
1950-03-26,275.488586,259.058441,86.785500,36.099449,0.418569,192.016525
1950-03-27,275.471436,262.999512,99.995544,38.052917,0.000000,226.324615
1950-03-28,277.899048,264.890472,77.592270,44.130928,6.700438,159.651123
1950-03-29,275.917480,265.406067,99.999062,40.619640,25.139587,157.483566
1950-03-30,277.598541,263.453766,87.817802,33.545193,4.209620,195.750992
1950-03-31,273.290039,255.378036,86.597946,22.802290,0.000000,255.128952
1950-04-01,273.910156,254.289566,80.005318,20.899195,0.000000,259.018219
1950-04-02,276.639404,256.670380,70.522629,22.545221,0.000000,238.309402
1950-04-03,277.466370,261.875824,78.777588,34.627388,1.210500,206.550644
1950-04-04,280.708130,268.063538,99.997902,43.913048,1.187966,221.994492
1950-04-05,280.923737,264.427490,99.997086,32.119049,0.000000,252.478836
1950-04-06,280.129608,263.793365,91.788696,31.097170,0.000000,255.695892
1950-04-07,281.743896,263.980621,99.995438,33.452152,0.000000,271.817230
1950-04-08,282.864166,266.060944,87.812790,33.188965,0.000000,268.430084
1950-04-09,284.265778,265.443268,77.052086,21.550474,0.000000,272.700653
1950-04-10,284.037598,264.552643,72.387230,20.349995,0.285892,285.383392
1950-04-11,284.187378,266.769836,60.158237,28.828154,1.389861,212.612930
1950-04-12,278.789429,269.718140,99.998917,51.039833,11.708968,172.637863
1950-04-13,277.862183,266.799042,99.995415,34.404549,5.755348,250.451614
1950-04-14,274.622101,265.709290,95.199135,40.451401,1.874881,191.258316
1950-04-15,274.043274,269.109283,78.585953,41.266846,0.527938,230.152390
1950-04-16,277.112244,259.627350,99.999611,30.560041,0.000000,277.032532
1950-04-17,278.900024,261.898651,86.032578,33.597790,0.000000,286.441162
1950-04-18,280.536499,264.348480,98.413307,34.761650,0.000000,277.500793
1950-04-19,281.964233,264.494507,97.286522,31.329712,0.440086,273.573944
1950-04-20,284.048309,265.799866,76.665131,29.703665,0.445959,284.522217
1950-04-21,283.766388,273.959320,81.189255,37.648563,12.107464,209.102783
1950-04-22,278.690155,265.100891,99.999161,42.616825,7.352165,175.947678
1950-04-23,278.649445,261.531250,99.995872,34.236355,1.145700,298.463684
1950-04-24,286.260468,270.853973,65.305466,27.477106,1.854124,240.372452
1950-04-25,283.435913,270.925690,68.523643,34.951488,6.155007,189.806763
1950-04-26,280.175812,269.196716,99.997993,29.010508,6.918113,240.182312
1950-04-27,281.467255,264.282562,83.685471,23.696836,2.038613,277.825256
1950-04-28,278.453461,267.400543,87.572021,31.820862,1.564796,202.218582
1950-04-29,278.810516,263.980316,87.992188,26.748159,0.397282,299.527649
1950-04-30,280.486145,265.156311,79.525490,32.611435,0.930876,207.537766
1950-05-01,276.951813,267.661865,99.995926,71.611923,8.434378,168.921570
1950-05-02,280.168762,275.023254,99.994141,42.757843,2.324025,235.340729
1950-05-03,284.641754,271.248718,85.619263,41.359356,3.022994,247.758362
1950-05-04,284.923615,271.173126,99.996185,53.371925,17.329010,149.417725
1950-05-05,275.691925,266.334412,84.658684,32.830929,0.449624,299.531738
1950-05-06,277.796295,264.929504,73.752899,34.243027,0.661282,265.523590
1950-05-07,278.826721,265.303619,99.510422,34.527500,0.296471,263.525208
1950-05-08,279.742798,268.023102,83.540947,31.331964,0.428273,313.980865
1950-05-09,281.137238,266.430817,73.762367,28.624380,6.898195,287.133545
1950-05-10,277.827332,267.469971,77.233162,28.914759,4.094886,274.235931
1950-05-11,280.337555,264.649811,69.235443,29.997818,2.165737,311.603119
1950-05-12,278.730408,275.102875,99.998734,34.995914,7.314139,244.442627
1950-05-13,275.743469,273.325287,99.992088,33.163559,4.134564,252.173721
1950-05-14,275.076904,264.553162,81.331139,27.977041,2.201572,299.508057
1950-05-15,275.470795,263.660767,84.884300,30.936911,0.803493,268.369904
1950-05-16,279.003632,262.888458,99.987122,28.451029,0.000000,327.073151
1950-05-17,281.649109,266.731110,64.357681,28.715265,0.000000,328.425568
1950-05-18,282.324188,264.992157,90.130592,25.545258,0.000000,327.960144
1950-05-19,284.851105,265.571289,55.940125,26.499887,0.000000,340.780884
1950-05-20,288.951233,267.592102,73.125092,26.091375,0.000000,344.469788
1950-05-21,293.072662,268.124878,53.931534,25.081549,0.000000,340.611572
1950-05-22,290.687836,270.246765,77.507133,30.609365,1.398167,286.005432
1950-05-23,282.591614,275.274048,99.993073,47.090824,10.979376,210.595734
1950-05-24,282.194794,271.397980,99.995270,41.358768,5.648947,295.909210
1950-05-25,282.337646,270.056061,99.992920,35.864376,1.119549,288.943695
1950-05-26,284.000275,267.601776,71.033798,29.666611,2.591951,299.452240
1950-05-27,285.510559,270.268555,99.941109,31.143097,3.914248,317.812988
1950-05-28,284.291931,272.370819,99.986603,33.061691,6.407919,263.668579
1950-05-29,285.855530,269.858521,87.538551,27.994883,5.402790,307.219818
1950-05-30,289.350800,269.718323,69.843102,26.213524,3.065316,323.369263
1950-05-31,286.635132,267.918457,59.382401,26.760696,1.288996,324.484894
1950-06-01,282.804260,268.453186,65.478500,30.272514,4.548423,283.458252
1950-06-02,281.252411,269.403381,94.971603,35.402401,3.635766,285.467407
1950-06-03,282.117523,266.122284,72.323456,32.513329,0.804009,320.757660
1950-06-04,285.684387,266.569061,73.114449,29.914448,0.000000,341.144714
1950-06-05,289.644531,268.242157,64.117920,29.440290,0.000000,328.980225
1950-06-06,292.318481,270.669067,80.762207,32.320232,0.000000,330.600861
1950-06-07,293.854370,271.093536,81.342621,27.918299,0.000000,332.773926
1950-06-08,294.553284,272.994385,61.096741,24.419231,0.000000,340.611572
1950-06-09,294.224335,273.752197,59.033978,27.104742,0.000000,306.511810
1950-06-10,289.947174,278.558197,86.859169,40.838158,0.543921,245.276276
1950-06-11,286.518982,275.204590,99.993912,53.459019,7.120499,205.019577
1950-06-12,286.613861,272.745026,99.998436,39.309246,14.501081,240.508240
1950-06-13,291.423187,274.336456,93.685593,29.023897,1.808732,282.412109
1950-06-14,290.602783,272.941925,65.539108,29.485065,7.419586,287.232086
1950-06-15,287.213013,274.168671,99.915802,39.839977,3.261663,287.250702
1950-06-16,287.255341,272.187408,87.200882,38.371254,0.000000,265.303558
1950-06-17,287.058380,271.639862,99.918846,29.504839,0.928856,316.246429
1950-06-18,288.141266,273.283051,71.254745,31.963047,2.797227,269.255127
1950-06-19,286.133118,276.176941,86.768639,44.437416,10.407413,166.682312
1950-06-20,281.939789,272.312378,99.992210,56.561459,15.683410,119.824142
1950-06-21,280.702026,270.861694,99.980858,57.165504,29.226507,157.171875
1950-06-22,280.853790,270.831390,99.977295,53.111195,5.540446,213.250656
1950-06-23,283.429993,266.856689,99.909195,50.234905,0.000000,323.989563
1950-06-24,287.668579,269.329254,99.956291,40.309341,1.198070,323.183167
1950-06-25,287.335297,269.919525,85.339546,40.111656,0.000000,279.624786
1950-06-26,288.765106,271.717804,99.935280,38.405334,0.721022,315.830933
1950-06-27,291.522430,270.968353,83.181908,33.163216,0.000000,319.378235
1950-06-28,295.844299,273.104950,75.999031,30.281698,0.000000,315.979126
1950-06-29,296.231995,277.659698,70.091026,27.498175,0.000000,325.512756
1950-06-30,289.607300,272.211304,77.335655,33.971367,9.254787,291.971588
1950-07-01,286.429840,273.763000,99.983818,38.756535,0.000000,322.610657
1950-07-02,294.132294,271.869110,82.778816,25.165655,0.000000,333.235413
1950-07-03,298.627930,275.742401,54.572899,23.716681,0.000000,326.393524
1950-07-04,298.347107,278.004700,43.945187,18.738794,0.000000,330.758820
1950-07-05,297.598419,278.322296,46.809662,21.396046,0.000000,324.021515
1950-07-06,295.121307,280.544098,67.089951,30.705555,3.689276,308.232941
1950-07-07,287.496460,272.433472,94.316299,38.205212,0.000000,315.735687
1950-07-08,293.568085,272.195282,85.816811,30.322124,0.000000,326.720612
1950-07-09,297.030792,276.283295,75.051361,31.309320,0.000000,317.721405
1950-07-10,296.758026,276.987640,94.120796,31.650871,0.000000,307.822479
1950-07-11,297.511932,278.965118,99.920654,33.122112,0.542348,286.496490
1950-07-12,297.937439,281.074310,99.975990,31.980461,0.355443,295.128296
1950-07-13,300.141266,280.721100,84.799881,26.252203,0.000000,317.533844
1950-07-14,300.435516,279.407959,54.725052,17.642221,0.000000,325.478088
1950-07-15,296.756287,277.188629,68.289482,19.004873,0.565767,292.691315
1950-07-16,292.819153,272.939178,85.978615,25.321135,0.345779,327.338593
1950-07-17,295.309479,273.467957,74.815773,25.845469,0.000000,330.686127
1950-07-18,295.131805,276.757172,75.194794,28.167912,0.813847,277.724792
1950-07-19,294.025299,277.256439,82.294884,32.484982,1.756245,273.531494
1950-07-20,293.899902,276.298462,99.223625,30.423492,1.743070,286.632141
1950-07-21,295.600891,275.911499,95.397629,27.517521,0.455998,319.360748
1950-07-22,298.065826,277.898499,80.576584,25.859621,0.436790,305.201050
1950-07-23,298.863678,279.878143,78.264809,27.616127,0.000000,283.514465
1950-07-24,297.508270,280.263306,77.817261,28.586790,2.192857,292.650238
1950-07-25,298.567108,279.440552,98.107155,28.061852,3.676982,311.865234
1950-07-26,300.422424,280.333496,90.868744,24.526648,0.481336,299.157990
1950-07-27,301.485962,280.544067,79.223335,22.456743,0.000000,314.752258
1950-07-28,301.887634,281.431580,72.408440,23.324053,1.207279,307.362274
1950-07-29,300.561737,280.982422,73.759026,25.067339,0.000000,312.900391
1950-07-30,299.642883,280.204651,85.445473,27.024429,0.000000,304.875366
1950-07-31,297.135590,281.929993,83.157928,32.398560,2.108913,246.721695
1950-08-01,297.823151,279.985626,99.997734,32.309868,0.000000,283.117126
1950-08-02,300.621552,281.205505,99.978477,26.614077,0.000000,275.084900
1950-08-03,301.589722,280.995453,69.843620,22.302872,0.417972,310.949402
1950-08-04,299.969147,280.938629,89.857132,24.570518,0.000000,272.047882
1950-08-05,299.594208,281.405029,84.223183,25.400763,0.000000,290.915833
1950-08-06,300.431702,280.537048,73.415047,20.916697,0.000000,254.898712
1950-08-07,297.467957,279.250305,95.055092,27.696121,5.708536,255.843933
1950-08-08,296.044525,278.843384,91.148468,28.346912,2.300709,255.495544
1950-08-09,297.949768,278.326691,99.972366,28.097101,0.419893,267.590607
1950-08-10,298.964905,280.511322,98.527534,26.828718,0.303601,257.952484
1950-08-11,297.509888,280.081268,99.969490,30.077469,1.564808,249.397644
1950-08-12,297.762604,278.564636,90.048866,25.062090,0.000000,262.734619
1950-08-13,298.559265,277.358246,88.386818,22.899307,0.000000,283.495697
1950-08-14,296.910767,281.160950,79.464859,26.224600,9.386194,214.999588
1950-08-15,293.890350,279.293121,99.996040,44.104092,12.004008,163.103226
1950-08-16,287.546387,275.656952,99.992271,44.097160,11.369845,178.440704
1950-08-17,284.910461,276.276154,99.977303,41.488441,1.741354,221.956253
1950-08-18,286.498688,270.646057,99.987572,33.118305,0.000000,248.650055
1950-08-19,292.394897,272.979126,84.214996,29.517075,0.000000,264.313904
1950-08-20,290.349152,274.556366,90.419495,32.389454,1.169801,234.660400
1950-08-21,291.432343,272.333191,99.969200,33.313023,1.007922,236.209183
1950-08-22,296.553345,275.105774,87.934990,24.842636,0.000000,266.835419
1950-08-23,297.744202,276.896912,63.080315,21.184868,0.000000,271.030090
1950-08-24,295.662506,276.776001,55.361992,20.793041,0.388445,274.701355
1950-08-25,293.236084,272.793396,98.287384,25.230064,0.000000,257.744263
1950-08-26,294.355011,272.292114,91.435257,23.589396,0.000000,273.023743
1950-08-27,292.693848,272.283081,82.254074,22.583527,0.000000,271.734741
1950-08-28,294.169464,272.680145,80.964577,22.670292,0.000000,265.328491
1950-08-29,299.167389,275.804199,58.818665,17.922453,0.000000,259.580292
1950-08-30,297.640381,278.775604,55.216713,18.249760,0.000000,243.687927
1950-08-31,295.502655,277.028961,99.984695,28.799831,4.442444,222.168610
1950-09-01,290.748993,274.578033,99.992668,31.178963,2.455169,207.990372
1950-09-02,291.101410,274.462433,89.256927,28.242386,0.000000,208.298767
1950-09-03,288.670166,274.494720,97.819069,31.789827,0.780084,208.650879
1950-09-04,289.298004,272.270264,99.987190,27.732246,0.483919,242.936600
1950-09-05,295.531494,271.873657,82.890450,23.510801,0.000000,249.567245
1950-09-06,296.744812,277.657227,67.926674,24.084787,0.000000,200.829285
1950-09-07,296.295258,277.671326,89.045258,29.327318,0.766283,198.874634
1950-09-08,295.000610,278.276855,99.984543,33.499298,0.000000,212.076248
1950-09-09,295.953430,279.321350,99.995399,31.341799,0.516071,208.192230
1950-09-10,296.293671,276.190491,98.767357,22.177046,0.000000,239.386612
1950-09-11,294.446869,277.681030,60.901180,23.083002,2.875711,214.971634
1950-09-12,291.921417,276.182312,67.777107,21.188850,0.952095,230.601059
1950-09-13,290.455383,274.480804,54.483345,22.381302,0.651438,165.614044
1950-09-14,285.677429,269.219574,99.985237,31.394110,0.000000,183.534668
1950-09-15,284.718689,270.490936,99.996727,32.558044,0.811996,161.327393
1950-09-16,287.059418,271.442505,99.998528,40.221207,0.000000,183.179047
1950-09-17,289.812531,272.073792,99.995628,27.939356,2.861354,203.593964
1950-09-18,294.325439,270.202728,72.173065,19.122835,0.000000,225.840927
1950-09-19,290.822174,273.952728,83.414299,19.006577,0.307628,168.863007
1950-09-20,288.930847,271.260162,99.997078,30.338890,0.934439,180.893188
1950-09-21,289.910065,272.478485,99.996880,33.775200,0.000000,172.490738
1950-09-22,286.642090,274.909668,99.999077,44.140514,1.111946,153.679337
1950-09-23,293.698944,274.445312,99.999954,27.831654,0.000000,204.631485
1950-09-24,292.461273,274.664581,99.993126,28.536772,0.000000,182.674210
1950-09-25,293.659821,276.287476,95.921898,24.075369,1.968926,185.421570
1950-09-26,290.520416,271.873047,67.178757,24.441132,1.040941,168.764008
1950-09-27,285.651093,273.517914,99.995209,33.839794,7.146169,130.639847
1950-09-28,289.598175,271.084229,99.999550,30.015772,0.000000,185.563995
1950-09-29,292.981445,271.325195,74.281570,19.256269,0.000000,199.568481
1950-09-30,291.224884,277.220184,46.544205,20.077997,0.000000,155.973099
1950-10-01,286.793640,273.226685,88.119560,29.817814,1.900768,148.119110
1950-10-02,284.203308,269.590210,99.998581,31.652349,0.000000,173.562363
1950-10-03,290.894318,269.225525,85.274666,23.497389,0.000000,181.234909
1950-10-04,289.479340,274.478760,67.146217,30.456593,0.000000,171.605301
1950-10-05,289.499023,270.967590,87.352180,26.255648,0.000000,183.508514
1950-10-06,285.263580,273.207611,74.395432,34.597958,1.023926,127.346634
1950-10-07,279.811218,268.649231,79.460678,40.516438,2.227817,131.362793
1950-10-08,283.403687,269.300781,99.991692,44.578045,0.608496,170.523102
1950-10-09,288.521423,269.290710,99.985405,26.656256,0.000000,188.963013
1950-10-10,287.915527,273.476074,75.612694,28.119167,0.000000,169.743088
1950-10-11,282.891846,271.244751,99.989563,21.293293,0.393618,160.806915
1950-10-12,277.667633,260.534576,65.441696,20.219147,0.000000,182.076340
1950-10-13,282.362701,261.990509,63.341335,20.683355,0.000000,154.066132
1950-10-14,287.160919,269.612274,47.016850,22.472361,0.000000,163.616653
1950-10-15,289.217194,269.962494,44.096558,19.677094,0.000000,166.241562
1950-10-16,283.984741,270.854980,46.187992,27.734480,0.000000,146.093018
1950-10-17,286.075073,267.705688,90.384247,25.486584,0.000000,160.903961
1950-10-18,286.621674,268.771423,54.007069,21.592310,0.000000,156.996979
1950-10-19,282.141510,268.430969,90.758263,27.277946,0.000000,154.198303
1950-10-20,282.660004,265.366669,87.318092,25.602482,0.381734,154.637604
1950-10-21,283.914001,266.405853,48.301136,22.989365,0.538029,152.896667
1950-10-22,286.664642,269.839783,51.655048,21.014055,0.000000,156.051086
1950-10-23,286.555206,268.849396,50.144459,20.724152,0.000000,145.745544
1950-10-24,281.153290,271.314178,89.612358,36.031078,8.294720,77.495583
1950-10-25,277.928772,269.976105,99.994469,29.993006,1.994117,143.214401
1950-10-26,280.865204,268.471802,90.309120,42.488651,0.954910,103.237007
1950-10-27,283.894531,269.169464,99.993576,46.019646,0.000000,133.752502
1950-10-28,279.433014,272.446350,99.990448,35.070892,0.646342,83.330719
1950-10-29,274.975708,258.656464,81.197197,23.895288,0.000000,133.027771
1950-10-30,278.821259,261.411469,65.813171,22.272333,0.000000,134.493881
1950-10-31,276.244812,262.250519,83.749290,32.254131,1.215374,110.997025
1950-11-01,273.237122,260.942322,99.989609,26.480751,0.807145,128.782425
1950-11-02,276.050812,258.089874,78.130859,18.184605,0.000000,127.938744
1950-11-03,278.132019,260.166748,59.631691,21.770193,0.000000,127.678986
1950-11-04,279.981293,260.303833,74.661438,21.660610,0.000000,128.367493
1950-11-05,279.599854,260.846100,76.016571,20.952463,0.000000,123.730469
1950-11-06,277.483673,261.032867,73.269150,21.868746,0.000000,117.271950
1950-11-07,277.472076,261.471222,78.924080,28.113955,0.000000,116.634544
1950-11-08,277.759491,262.216492,74.990410,27.180223,1.435883,119.679482
1950-11-09,277.796967,264.421021,87.394989,38.153255,0.457309,108.449814
1950-11-10,277.237946,267.368347,89.554543,52.867340,1.067443,92.844551
1950-11-11,274.936707,267.069702,99.990135,52.745335,1.552088,89.640945
1950-11-12,274.971649,268.354645,97.151428,57.722713,5.344959,73.582428
1950-11-13,274.717957,269.115295,99.997749,51.862534,29.357555,66.749382
1950-11-14,275.818451,266.186218,99.998734,56.369099,18.713360,59.423569
1950-11-15,274.632660,267.490906,99.999741,47.390293,9.439480,103.110847
1950-11-16,275.665955,267.398376,99.999313,61.876488,10.248338,78.506981
1950-11-17,272.101837,266.628387,99.998451,69.742950,12.528207,64.363808
1950-11-18,276.479187,265.087372,99.997139,65.797150,8.234392,74.367256
1950-11-19,275.269165,270.089050,99.998650,60.731789,10.540290,70.724762
1950-11-20,271.987549,260.063202,99.998344,52.804569,4.680846,82.989464
1950-11-21,273.151978,265.575195,99.995354,58.494534,4.339316,64.570007
1950-11-22,271.806488,258.531158,99.997231,52.765015,2.044269,87.758446
1950-11-23,271.799377,264.761536,99.997475,51.449608,0.763697,82.803169
1950-11-24,272.301086,256.749908,94.254135,48.901188,0.000000,86.334625
1950-11-25,274.363617,259.206390,86.076935,46.379543,0.000000,93.544540
1950-11-26,272.859802,258.587402,80.676567,41.285473,0.802857,65.064751
1950-11-27,275.249664,267.583252,99.998466,60.187859,2.022791,71.427406
1950-11-28,276.341492,265.561401,99.997864,71.801338,15.475730,54.720009
1950-11-29,274.777130,264.906403,99.999763,78.233200,26.491524,43.710598
1950-11-30,274.418396,265.173248,99.998688,73.814034,6.636977,52.567745
1950-12-01,267.481659,256.976562,94.448082,55.652905,2.344266,78.316238
1950-12-02,270.736908,256.879272,89.121498,51.974503,4.467798,68.664452
