#Variables:
#tasmax_CNRM-CM5_rcp85(K):Daily Maximum Near-Surface Air Temperature
#tasmin_CNRM-CM5_rcp85(K):Daily Minimum Near-Surface Air Temperature
#rhsmax_CNRM-CM5_rcp85(%):Surface Daily Maximum Relative Humidity
#rhsmin_CNRM-CM5_rcp85(%):Surface Daily Minimum Relative Humidity
#pr_CNRM-CM5_rcp85(mm):Precipitation
#rsds_CNRM-CM5_rcp85(Wm-2):Surface Downwelling Shortwave Radiation
"#Data Extracted for Average over Grid Cell w/ center: 44.3961 Latitude, -110.9391 Longitude (closest value to Latitude:44.405621, Longitude:-110.9203023) "
#Original Data File(s):
#agg_macav2metdata_tasmax_CNRM-CM5_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_tasmin_CNRM-CM5_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_rhsmax_CNRM-CM5_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_rhsmin_CNRM-CM5_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_pr_CNRM-CM5_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_rsds_CNRM-CM5_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#===============================================
""
yyyy-mm-dd,tasmax_CNRM-CM5_rcp85(K),tasmin_CNRM-CM5_rcp85(K),rhsmax_CNRM-CM5_rcp85(%),rhsmin_CNRM-CM5_rcp85(%),pr_CNRM-CM5_rcp85(mm),rsds_CNRM-CM5_rcp85(Wm-2)
2006-04-10,281.100342,264.526398,51.959671,27.397022,0.000000,277.113831
2006-04-11,278.412537,270.523132,62.561596,34.791306,2.785125,241.218307
2006-04-12,277.258362,266.057678,63.969406,24.654190,3.079902,255.203323
2006-04-13,276.266022,264.213684,66.857811,24.754120,0.303689,251.121063
2006-04-14,279.083710,262.526611,72.340233,26.947184,0.000000,276.966156
2006-04-15,280.154205,271.139557,100.000000,37.502785,6.130052,200.541885
2006-04-16,277.489899,269.969177,99.939026,36.752686,15.664978,232.949356
2006-04-17,280.174500,268.516602,94.279358,37.263256,0.331925,252.501373
2006-04-18,279.863708,271.608582,82.048225,37.402271,5.534158,217.405655
2006-04-19,279.155914,270.963715,95.368271,39.031803,1.175169,222.592651
2006-04-20,279.982880,268.469116,100.000000,35.342876,1.044814,267.843811
2006-04-21,283.021332,267.085632,76.802101,34.013733,0.581796,247.417862
2006-04-22,280.792694,276.489227,100.000000,36.613914,2.369099,234.728455
2006-04-23,278.914429,270.605774,94.846062,35.224411,19.173952,206.377274
2006-04-24,275.100800,266.072998,71.687866,27.108164,3.109293,278.513062
2006-04-25,279.993927,264.191772,60.457684,26.298611,0.000000,321.643860
2006-04-26,286.124237,267.566559,53.630707,24.472828,0.000000,325.031586
2006-04-27,289.433868,273.126160,44.542187,23.644627,0.321499,281.696198
2006-04-28,286.266266,275.967590,63.398865,32.375900,6.045800,226.692398
2006-04-29,281.479095,269.167023,95.971474,37.967186,13.576180,141.995102
2006-04-30,279.716217,273.113434,95.424759,34.873051,7.247926,289.204895
2006-05-01,277.757050,265.913513,78.525368,25.055334,0.725689,294.106445
2006-05-02,279.262665,266.494690,61.614655,26.460197,1.671002,288.232422
2006-05-03,281.788910,267.289856,54.643845,20.810522,0.748971,348.865814
2006-05-04,283.960632,267.525269,53.819157,20.847717,1.297041,320.298126
2006-05-05,283.291473,268.982086,52.741112,25.974546,0.367733,296.720398
2006-05-06,281.863647,271.273804,65.646637,35.036488,1.509618,254.752090
2006-05-07,278.564575,273.148804,99.815849,37.618317,2.900630,273.002441
2006-05-08,280.934265,268.382019,85.453445,38.210876,2.197928,295.216125
2006-05-09,282.622162,271.221893,90.197548,31.888121,2.738519,263.959442
2006-05-10,285.877777,269.920502,73.945267,33.659840,3.558728,289.534912
2006-05-11,283.307800,272.475098,70.331306,32.345192,2.345047,291.659607
2006-05-12,283.632935,273.883362,64.239265,33.192421,9.379676,244.079895
2006-05-13,282.944702,273.708282,99.832733,43.862648,6.857807,211.897507
2006-05-14,282.132935,274.614136,99.805374,35.219280,1.526202,254.290009
2006-05-15,283.496948,272.069305,86.995468,27.760345,6.871729,276.244751
2006-05-16,278.963318,270.289276,89.174103,23.133360,0.592533,338.018982
2006-05-17,283.451172,268.277985,57.643803,30.987637,1.073703,328.188812
2006-05-18,286.305878,273.488770,85.945885,35.641346,2.147024,294.003723
2006-05-19,277.196869,269.650909,67.436874,22.764441,0.380627,310.148193
2006-05-20,279.373260,266.253571,52.325928,23.518190,0.401710,352.602722
2006-05-21,283.613922,270.755219,63.147720,25.315933,0.000000,348.112061
2006-05-22,285.722748,275.122192,43.585464,29.560421,0.497593,270.243011
2006-05-23,283.228821,270.434265,62.643505,24.063478,0.000000,353.981903
2006-05-24,289.876892,270.699768,49.201054,23.649794,0.000000,354.565399
2006-05-25,293.384644,275.713348,62.351456,28.936741,0.000000,332.155334
2006-05-26,290.400726,278.982056,84.836021,37.125252,10.614451,228.245346
2006-05-27,291.317108,277.668793,99.603958,42.542419,13.473475,232.067947
2006-05-28,291.138062,275.870087,99.627968,40.767056,7.531807,241.339111
2006-05-29,287.726349,279.799225,99.487541,25.228971,0.000000,267.792053
2006-05-30,283.765350,268.919769,53.012459,18.629021,0.000000,368.928162
2006-05-31,290.835999,269.152588,38.538403,20.396376,0.000000,371.826721
2006-06-01,294.014923,275.115143,42.677250,22.262230,0.000000,337.308746
2006-06-02,293.020294,278.710052,48.185169,19.382381,0.322849,340.532623
2006-06-03,291.197998,274.704834,45.086868,19.884974,3.365027,328.763855
2006-06-04,283.548706,273.222260,93.168495,25.073706,3.258797,258.139435
2006-06-05,285.018860,268.756470,52.762604,26.588209,4.782753,370.780060
2006-06-06,290.423218,276.406189,53.819401,25.226311,2.021857,338.166687
2006-06-07,287.721466,275.078430,50.657200,24.146849,5.897027,340.305634
2006-06-08,284.847412,270.717712,69.682632,25.769173,12.681719,294.368683
2006-06-09,283.195801,272.021057,80.790794,27.578640,11.441290,292.812744
2006-06-10,285.772888,271.537659,61.574104,30.011059,13.334705,298.614716
2006-06-11,282.449646,273.940613,92.923767,38.785847,3.758116,241.806564
2006-06-12,281.826630,271.699493,85.458870,29.613901,0.000000,325.976166
2006-06-13,283.101776,272.521149,62.800159,29.958309,0.365172,245.826492
2006-06-14,288.003998,272.382721,88.548706,28.552008,0.000000,347.334839
2006-06-15,284.662872,273.858978,62.056019,32.644695,0.687987,251.822586
2006-06-16,279.294525,269.144745,59.256329,32.485760,2.139225,327.848267
2006-06-17,283.088684,269.289154,78.412933,32.488522,0.000000,306.714813
2006-06-18,288.171722,274.622833,68.445320,30.948298,0.000000,283.951782
2006-06-19,284.691010,274.331604,67.533394,35.422890,1.481588,288.695953
2006-06-20,285.871063,272.053528,69.457634,30.922546,0.000000,339.436340
2006-06-21,290.804840,272.578857,61.813671,27.093645,0.000000,317.677551
2006-06-22,292.552521,280.644684,80.157433,31.312759,0.000000,327.863892
2006-06-23,293.784454,278.167786,75.813721,28.799240,4.782236,320.846283
2006-06-24,291.486145,277.088135,67.308357,31.532566,5.704795,275.938934
2006-06-25,289.594025,277.373352,94.467339,38.336735,5.459395,289.881470
2006-06-26,296.158752,275.993408,71.069016,21.739824,1.159740,345.346985
2006-06-27,298.907043,281.062134,44.887558,15.704794,1.075358,338.892914
2006-06-28,297.319580,281.147980,39.638550,14.963139,0.000000,340.971161
2006-06-29,297.545563,278.394318,47.116974,15.737653,0.000000,338.568970
2006-06-30,297.175354,281.080597,67.917976,21.284767,3.185278,320.249481
2006-07-01,297.686859,281.444244,58.971657,18.515373,0.000000,337.217102
2006-07-02,297.615295,279.982361,39.068153,14.225287,0.325065,332.855713
2006-07-03,295.552917,279.314117,31.441126,16.523220,0.391032,338.743774
2006-07-04,296.139313,278.289459,37.885014,17.640516,0.279581,334.374115
2006-07-05,295.790100,277.707825,53.999939,17.396725,0.000000,332.872101
2006-07-06,295.585754,278.672150,34.527344,16.141766,0.000000,336.360809
2006-07-07,293.883453,278.788177,29.248722,17.919544,3.356091,315.954987
2006-07-08,286.059570,277.760864,54.083508,27.064512,0.865258,278.132385
2006-07-09,284.385834,271.117889,50.475571,24.928497,0.833357,318.630432
2006-07-10,284.577332,270.881104,61.257988,26.073088,0.000000,287.753113
2006-07-11,285.380554,271.005157,63.605667,25.549906,0.000000,309.109558
2006-07-12,292.519257,271.333130,64.115685,19.885792,0.000000,334.345459
2006-07-13,297.227844,276.847290,54.005085,17.813715,0.000000,323.186005
2006-07-14,297.775513,278.581055,46.575161,15.203344,0.000000,325.944611
2006-07-15,295.044220,279.720551,53.543224,16.839977,0.000000,316.829041
2006-07-16,294.945648,280.099060,60.630768,21.756552,0.665594,310.243896
2006-07-17,296.800354,280.692841,68.348015,18.910213,0.364129,321.588837
2006-07-18,298.785889,282.836395,50.932022,18.250652,0.463510,288.805634
2006-07-19,300.201324,283.797058,47.795177,12.786197,0.000000,324.053497
2006-07-20,300.552765,282.579681,30.831036,11.753824,0.000000,335.124756
2006-07-21,300.084106,281.577301,31.112045,11.844255,0.000000,336.252106
2006-07-22,300.708038,282.197693,36.440102,12.973969,0.000000,331.958862
2006-07-23,302.162445,281.998657,36.677834,12.576025,0.000000,333.921265
2006-07-24,302.207123,284.164642,31.644705,12.682233,0.000000,284.932892
2006-07-25,301.299133,285.832581,29.299824,12.707755,0.000000,330.269806
2006-07-26,299.665619,283.003723,40.486546,12.801884,0.000000,322.943420
2006-07-27,297.200836,281.798767,40.865391,13.844445,0.000000,306.522614
2006-07-28,296.467102,280.455109,61.057007,16.354561,0.000000,302.283600
2006-07-29,299.012360,280.371796,48.620995,14.226585,0.000000,317.854431
2006-07-30,299.435974,281.817566,38.146976,15.008589,0.000000,296.744476
2006-07-31,299.427765,282.623779,35.037369,13.050812,0.000000,323.246368
2006-08-01,299.574249,285.154358,36.822624,12.897807,0.000000,249.686401
2006-08-02,298.731567,282.853058,41.325493,14.273524,0.317830,291.110779
2006-08-03,296.464752,280.347595,64.030273,16.223602,3.143748,278.116791
2006-08-04,291.897858,276.700684,86.032440,20.793209,1.266011,287.971222
2006-08-05,295.433990,276.436768,34.907013,15.724636,0.000000,295.616241
2006-08-06,293.043091,276.584839,59.410633,19.706869,0.000000,297.083923
2006-08-07,292.947510,274.838501,60.319729,16.771837,0.000000,314.786438
2006-08-08,294.352417,275.935883,70.575752,18.413549,0.369915,297.267212
2006-08-09,295.216003,279.683044,77.578491,18.598064,0.284019,270.951508
2006-08-10,296.465515,280.535767,59.652515,15.445292,0.000000,298.620422
2006-08-11,295.029358,278.358521,51.076717,17.554531,2.047121,272.997437
2006-08-12,291.921722,273.826965,61.282528,16.806990,0.000000,297.424988
2006-08-13,293.664215,273.441864,43.777485,16.810547,0.000000,297.980774
2006-08-14,296.913971,278.282043,41.258411,16.101870,0.309002,276.760376
2006-08-15,297.126617,281.489227,37.793365,14.246087,0.759742,286.019653
2006-08-16,295.256042,280.162445,42.357235,14.953235,0.564312,275.357391
2006-08-17,297.351868,279.292389,43.566166,12.379709,0.000000,282.400513
2006-08-18,295.362885,279.597198,40.014805,12.358717,0.365588,242.333206
2006-08-19,286.621613,275.528320,85.213074,23.853609,0.367104,256.757263
2006-08-20,290.282013,272.014038,38.504669,18.152838,0.410201,284.060333
2006-08-21,289.781219,272.264801,57.786545,17.357075,0.000000,280.218628
2006-08-22,292.986481,272.617371,47.949265,15.757247,3.290188,273.666138
2006-08-23,294.404572,275.357086,35.443665,14.710291,0.000000,269.232239
2006-08-24,291.293701,277.081085,78.646942,19.968576,7.457579,234.729904
2006-08-25,287.497223,275.208496,99.759850,26.369415,0.815713,233.975433
2006-08-26,287.179657,275.681488,100.000000,31.651852,2.004419,199.040619
2006-08-27,287.900665,279.513885,93.210114,35.050934,3.170459,183.963287
2006-08-28,290.326416,275.434631,80.714073,23.464243,1.388237,237.413498
2006-08-29,292.919067,275.481110,81.359695,22.658966,0.000000,237.263687
2006-08-30,294.955780,279.095703,58.490223,11.055547,0.000000,259.441620
2006-08-31,292.477905,277.023285,32.210281,11.402673,0.387672,246.223206
2006-09-01,291.111938,274.679749,72.883430,22.623894,0.000000,232.542145
2006-09-02,294.934448,276.966034,52.731705,16.361624,0.000000,246.146057
2006-09-03,292.455139,279.733856,45.784359,17.696548,10.530975,181.949234
2006-09-04,288.895599,278.297699,94.842262,35.222916,12.651766,176.974976
2006-09-05,287.796997,275.049255,95.030266,31.792562,0.000000,229.690567
2006-09-06,289.256226,276.485474,58.460785,31.351307,0.000000,193.381027
2006-09-07,285.651093,281.082367,99.381569,38.100624,4.420814,145.443817
2006-09-08,282.523224,275.801147,87.862137,41.865326,3.356703,203.294647
2006-09-09,281.641479,269.717377,93.631599,34.875835,1.259567,203.598511
2006-09-10,284.856232,268.709534,91.930260,32.234028,0.000000,224.690002
2006-09-11,287.816254,271.711761,78.950821,28.103638,0.000000,225.000946
2006-09-12,288.937531,273.694244,55.942467,23.524921,0.000000,230.921509
2006-09-13,291.372589,275.162018,43.519394,19.200329,0.388286,218.197586
2006-09-14,287.121643,273.821075,69.996727,25.917051,3.360892,161.294250
2006-09-15,282.557037,268.312988,87.248856,24.383236,0.000000,223.057281
2006-09-16,287.631714,269.470886,51.600060,19.665247,0.000000,225.520706
2006-09-17,290.390228,272.823853,36.759247,19.625309,0.000000,211.178268
2006-09-18,288.338348,271.679443,64.352943,18.914762,1.025707,211.493271
2006-09-19,285.664093,274.513641,41.066231,20.064173,1.610337,179.656143
2006-09-20,280.290405,268.082916,69.642349,25.773525,0.688167,211.863129
2006-09-21,285.795074,268.428162,46.577652,22.860781,0.970159,169.967728
2006-09-22,279.221466,268.975616,68.519974,30.373718,3.221896,170.238281
2006-09-23,278.092224,266.161163,71.187477,33.078278,0.499798,173.717606
2006-09-24,279.517639,268.538147,99.548302,44.230209,14.273190,101.670853
2006-09-25,274.846039,267.768494,99.517776,49.216766,3.705957,177.792053
2006-09-26,278.230164,261.564758,99.525627,40.994362,0.000000,205.374954
2006-09-27,282.045990,264.642578,76.529953,33.191620,0.000000,206.079559
2006-09-28,286.162354,268.602631,70.494537,28.170364,0.000000,202.086349
2006-09-29,284.105743,269.470367,80.591766,26.583521,0.706130,185.996597
2006-09-30,283.381592,269.794861,80.284569,36.508461,0.000000,181.297821
2006-10-01,284.695587,272.183380,80.574936,37.798527,0.000000,180.404144
2006-10-02,281.109558,273.172974,96.052536,34.055389,0.000000,154.751175
2006-10-03,280.429047,262.853302,71.966026,16.557508,0.432542,198.401047
2006-10-04,281.510620,265.708893,46.185764,15.823030,0.942770,188.776184
2006-10-05,282.458618,267.673370,52.600239,19.472530,0.000000,170.823288
2006-10-06,282.413055,273.146912,64.862625,34.280460,0.000000,142.019760
2006-10-07,281.655182,268.267517,71.374405,24.601425,0.000000,179.978104
2006-10-08,283.278320,267.302765,51.793251,24.982733,0.000000,180.442474
2006-10-09,286.171936,270.053009,56.854595,27.144867,0.370245,162.572800
2006-10-10,284.910706,270.381348,69.720085,32.478863,3.212842,141.400650
2006-10-11,281.441772,273.558350,95.453049,35.274292,6.126268,131.583099
2006-10-12,282.667511,271.907410,59.335583,35.153503,0.854060,148.366852
2006-10-13,285.383026,271.651367,62.869556,27.935070,1.177648,146.707016
2006-10-14,282.367157,273.714233,51.595520,33.359158,7.150711,98.940201
2006-10-15,278.392120,267.797424,99.936203,35.389050,5.418620,160.089935
2006-10-16,277.887482,267.896729,68.122681,39.003891,1.456215,120.811462
2006-10-17,276.398651,268.862366,94.278999,30.910282,2.297943,143.492844
2006-10-18,277.125244,270.438965,47.870285,37.696884,0.000000,137.573380
2006-10-19,280.687256,267.106842,79.027359,35.087692,0.327211,136.446487
2006-10-20,278.488342,270.282257,72.180344,42.442955,0.000000,126.534470
2006-10-21,276.440002,266.945160,97.121239,36.868053,0.000000,133.240585
2006-10-22,277.299622,271.262451,85.328583,40.598213,0.323560,116.425186
2006-10-23,280.886963,271.909180,92.858749,43.352627,2.706523,132.885193
2006-10-24,278.118408,270.476044,76.669014,43.455753,0.486640,100.066002
2006-10-25,275.248444,269.595184,97.116478,63.033726,5.142239,68.422745
2006-10-26,274.183716,268.412262,93.595627,44.371819,6.004086,132.355560
2006-10-27,274.342407,269.578217,72.623695,50.904266,0.000000,79.715393
2006-10-28,279.385559,271.158508,58.778202,34.188717,1.455949,121.343491
2006-10-29,279.242493,269.930084,99.973969,43.465492,6.955638,49.792305
2006-10-30,267.687561,261.116577,76.042038,42.772152,8.199746,114.374458
2006-10-31,264.536926,254.917892,75.013618,47.864834,4.086301,65.957283
2006-11-01,264.672241,260.931274,90.228477,56.958721,3.058072,89.739525
2006-11-02,273.250061,263.007263,100.000000,53.172470,23.911528,82.743965
2006-11-03,266.229034,257.274567,99.902061,52.779247,5.540518,94.632179
2006-11-04,265.920868,256.533447,87.908859,58.156551,6.769114,80.907608
2006-11-05,265.938843,262.224365,97.363251,47.469593,6.610538,87.562965
2006-11-06,265.467163,251.657562,95.789078,53.565811,0.577578,121.221298
2006-11-07,268.090210,258.407990,77.097824,58.753456,1.516230,81.021347
2006-11-08,269.075806,263.207123,99.973953,70.216309,8.994781,52.529102
2006-11-09,268.638702,259.421173,99.936829,56.967098,1.421195,96.881477
2006-11-10,267.936676,256.657471,99.957420,56.544395,0.000000,112.767929
2006-11-11,272.143250,259.220795,69.584862,52.942188,1.683230,108.950912
2006-11-12,272.682953,269.645264,100.000000,57.781559,3.802612,80.798721
2006-11-13,272.237701,266.093323,100.000000,68.015945,8.290395,64.027458
2006-11-14,272.603943,264.797058,100.000000,60.764442,7.214119,74.451775
2006-11-15,265.194000,254.669189,100.000000,50.242363,4.430361,105.913124
2006-11-16,266.875305,255.706680,80.482040,57.493023,6.860050,77.187576
2006-11-17,266.297272,258.597900,97.163010,65.607658,17.748999,82.994232
2006-11-18,268.673523,261.869629,99.954315,51.857914,33.492428,79.452011
2006-11-19,265.187744,258.481262,91.456383,53.928822,7.237071,77.701614
2006-11-20,264.249878,253.867264,90.717400,60.840637,2.381265,80.768707
2006-11-21,263.281006,256.678955,94.550224,53.551956,0.000000,96.515739
2006-11-22,264.052338,250.679199,82.387688,58.937740,1.042258,82.181633
2006-11-23,265.862427,258.284058,77.979996,67.697624,0.486892,69.323906
2006-11-24,264.967957,258.126068,99.934540,74.475525,6.650739,58.481087
2006-11-25,271.039459,262.038879,94.636230,73.592506,7.527206,64.605301
2006-11-26,271.492950,268.821564,98.565804,76.293777,4.410292,74.334229
2006-11-27,270.314697,260.771606,91.667236,53.623058,0.000000,92.343330
2006-11-28,270.628113,256.781219,68.954910,35.201572,0.000000,94.356720
2006-11-29,270.156769,257.469849,58.710556,33.588856,0.000000,94.247597
2006-11-30,268.545258,255.495300,56.792141,37.966515,0.000000,89.652588
